Lon,Lat,Populations
128.557077,35.85304567,138.8
128.5548267,35.85036076,127.36
128.5615063,35.85300662,120.55
128.5592797,35.85212471,116.14
128.5548744,35.8539666,109.19
128.5581604,35.85123301,100.28
128.5537552,35.85307485,96.93
128.5614822,35.85120371,96.09
128.555922,35.84944957,95
128.5493141,35.85221216,93.52
128.5592917,35.85302617,93.16
128.5481712,35.84951744,89.92
128.5571129,35.85575005,89.03
128.5581844,35.85303593,88.76
128.5559817,35.85395687,88.08
128.5559937,35.85485833,85.85
128.5581484,35.85033155,84.2
128.5592677,35.85122325,82.52
128.5525645,35.84677433,69.64
128.5525526,35.84587287,68.25
128.5548625,35.85306514,64.72
128.5581724,35.85213447,63.18
128.5515406,35.85309426,61.82
128.5570292,35.84943983,57.03
128.557101,35.85484859,56.54
128.5537313,35.85127193,55.93
128.5514692,35.84768549,53.43
128.5593037,35.85392763,50.38
128.5592557,35.85032179,46.49
128.5526479,35.85308456,45.7
128.5536717,35.84676463,43.17
128.5537433,35.85217339,41.74
128.552636,35.8521831,40.61
128.548195,35.85132036,40.59
128.5482068,35.85222182,33.64
128.5536598,35.84586317,33.29
128.5603629,35.85031202,31.67
128.5492666,35.84860631,31.42
128.5537194,35.85037047,29.35
128.5525764,35.84767579,29.32
128.5636967,35.85118412,29.24
128.5504214,35.85220248,28.77
128.5614582,35.84940079,27.63
128.5526121,35.85038018,25.52
128.552624,35.85128164,24.45
128.5614702,35.85030225,23.22
128.5548028,35.84855784,22.88
128.5625895,35.85119392,22.33
128.5492785,35.84950777,21.73
128.5547789,35.84675491,20.44
128.5592437,35.84942033,18.45
128.5603509,35.84941057,18.31
128.5592317,35.84851887,18.1
128.5581364,35.84943009,16.98
128.5570172,35.84853837,16.92
128.5548147,35.8494593,16.8
128.5481831,35.8504189,15.34
128.5603389,35.84850911,13.78
128.55591,35.84854811,13.21
128.5625654,35.849391,11.89
128.5547909,35.84765637,11.85
128.5626015,35.85209538,11.35
128.5536956,35.84856755,11.32
128.5515168,35.85129133,11.23
128.5503738,35.84859664,11.2
128.5581245,35.84852863,10.79
128.564804,35.85117431,9.69
128.5537075,35.84946901,9.26
128.5525883,35.84857726,9.23
128.5515287,35.8521928,8.97
128.5581125,35.84762717,8.4
128.554767,35.84585345,8.13
128.5536836,35.84766609,7.89
128.5526002,35.84947872,7.88
128.5625775,35.85029246,7.73
128.5493022,35.8513107,6.25
128.5558861,35.84674519,5.86
128.5558981,35.84764665,5.56
128.564792,35.85027285,4.31
128.5504095,35.85130102,3.78
128.5515049,35.85038987,3.62
128.5570053,35.84763691,2.73
128.5492903,35.85040923,2.68
128.5514811,35.84858695,1.08
128.5503976,35.85039956,1.08
128.5503857,35.8494981,0.16
128.551493,35.84948841,0.09
128.5354408,35.80725384,5463.56
128.5354525,35.80815531,4836.36
128.5365475,35.8072443,2392.6
128.5343342,35.80726336,2203.13
128.5354291,35.80635236,1904.42
128.5310025,35.80639041,1864.9
128.5354642,35.80905678,1411.05
128.5321091,35.80638091,1406.79
128.5454008,35.80716763,1107.12
128.5309909,35.80548894,1050.26
128.5321208,35.80728239,1044.91
128.5332275,35.80727288,952.17
128.5387491,35.80632372,929.55
128.5453772,35.80536469,915.48
128.5487208,35.80713871,910.58
128.5343459,35.80816484,907.51
128.5508748,35.80261204,884.42
128.5365592,35.80814577,877.54
128.5353706,35.801845,872.88
128.5508867,35.80351351,803.75
128.545389,35.80626616,801.55
128.5376542,35.80723475,738.56
128.5431757,35.80628539,737.34
128.5320975,35.80547944,729.32
128.5376073,35.80362886,712.26
128.5364772,35.80183546,710.51
128.5519814,35.80260236,709.07
128.5310142,35.80729188,681.54
128.5442942,35.80717725,680.37
128.5343225,35.80636189,670.76
128.5375956,35.80272739,663.77
128.5365358,35.80634283,657.28
128.547626,35.80804983,649.54
128.5442706,35.80537431,600.06
128.5364889,35.80273693,587.49
128.5519933,35.80350383,567.37
128.5376659,35.80813622,536.06
128.5353823,35.80274647,520.12
128.5442588,35.80447284,514.9
128.5365006,35.80363841,481.12
128.5464957,35.80625653,480.13
128.5453654,35.80446322,479.8
128.5442824,35.80627578,469.34
128.5431875,35.80718686,464.2
128.5431639,35.80538392,458.77
128.5465193,35.80805947,424.97
128.5420926,35.80809793,416.36
128.5454126,35.8080691,398.28
128.5354759,35.80995825,382.65
128.5465075,35.807158,373.1
128.535394,35.80364794,370.53
128.5398558,35.80631415,369.75
128.5298958,35.8063999,368.11
128.5476142,35.80714836,365.55
128.5431993,35.80808833,359.4
128.5376425,35.80633328,355.47
128.5332392,35.80817435,348.12
128.5332158,35.80637141,346.68
128.544306,35.80807872,344.75
128.537619,35.80453033,341.27
128.5486023,35.79812402,338.28
128.5464839,35.80535506,329.9
128.5332041,35.80546993,310.21
128.5387608,35.80722519,305.45
128.5354174,35.80545089,304.57
128.5387256,35.80452078,300.63
128.548709,35.80623724,297.11
128.54978,35.80352318,294.08
128.5364655,35.80093399,288.89
128.5486142,35.79902549,288.54
128.5453536,35.80356175,287.22
128.542069,35.80629499,286.19
128.5487327,35.80804018,280.99
128.553088,35.80259267,266.82
128.5498156,35.80622758,247.56
128.5343108,35.80546042,247.56
128.5354057,35.80454942,241.77
128.5508985,35.80441498,227.89
128.5331925,35.80456846,223.22
128.5376776,35.80903769,221.59
128.5409624,35.80630457,219.4
128.5298842,35.80549842,215.78
128.5398675,35.80721562,212.77
128.5420808,35.80719646,212.09
128.544247,35.80357137,208.42
128.5498275,35.80712905,207.92
128.5474958,35.79813366,205.97
128.5375838,35.80182592,204.6
128.5497682,35.80262171,204.39
128.5485905,35.79722255,202
128.5365124,35.80453988,200.3
128.5299075,35.80730137,199.45
128.5342991,35.80455894,199.34
128.5320858,35.80457797,198.13
128.5365709,35.80904724,197.26
128.5409742,35.80720605,195.42
128.5530999,35.80349414,189.3
128.5608941,35.8070319,188.83
128.5287892,35.80640937,184.68
128.5321325,35.80818386,181.24
128.528824,35.8091138,180.05
128.5508629,35.80171057,179.85
128.5342757,35.802756,178.69
128.5343576,35.80906631,172.47
128.5288008,35.80731085,166.27
128.5475905,35.80534542,165.16
128.5375721,35.80092444,158.69
128.547484,35.79723219,158.27
128.539844,35.80541268,155.09
128.5497919,35.80442465,154.58
128.5288124,35.80821232,154.03
128.5442352,35.8026699,153.11
128.5519695,35.80170089,150.94
128.5398793,35.8081171,150.77
128.5310375,35.80909483,149.13
128.5376307,35.80543181,149.12
128.5498038,35.80532612,149.09
128.5321441,35.80908533,148.68
128.5342874,35.80365747,147.31
128.5387373,35.80542225,146.84
128.5420573,35.80539352,142.23
128.5277058,35.80822179,141.67
128.5387843,35.80902814,141.66
128.5497207,35.79901583,140.37
128.546472,35.80445359,139.54
128.5520051,35.8044053,134.31
128.5475076,35.79903513,131
128.5310258,35.80819336,128.8
128.5475787,35.80444395,115.76
128.5277174,35.80912326,115.71
128.5453299,35.80175881,113.12
128.5331808,35.80366699,113.1
128.540986,35.80810752,111.2
128.5476023,35.80624689,107.93
128.5409507,35.8054031,107.23
128.5365241,35.80544135,105.3
128.5486971,35.80533577,103.7
128.5464602,35.80355212,102.5
128.5497563,35.80172024,98.68
128.5497089,35.79811436,98.34
128.5664153,35.80608147,97.41
128.5653087,35.80609128,95.74
128.5620008,35.80702212,94.79
128.548626,35.79992696,92.87
128.5332508,35.80907583,90.91
128.5387726,35.80812666,88.74
128.5763629,35.80509124,85.75
128.5708298,35.80514066,85.48
128.5697231,35.80515051,84.04
128.5397853,35.80090532,83.8
128.5299191,35.80820284,83.04
128.5752563,35.80510114,82.68
128.5474721,35.79633072,82.24
128.573043,35.80512092,80.54
128.5719364,35.80513079,80.33
128.5741497,35.80511104,79.67
128.5408683,35.7990928,78.38
128.5299307,35.80910432,77.77
128.5386904,35.80181636,77.53
128.5453418,35.80266028,76.46
128.5631074,35.80701234,73.71
128.5485786,35.79632108,73.62
128.5386787,35.80091489,72.85
128.5463893,35.7981433,72.74
128.5531118,35.80439561,71.14
128.564202,35.80610108,69.79
128.5397735,35.80000385,68.13
128.5774695,35.80508133,67.39
128.567522,35.80607165,65.72
128.5453181,35.80085734,65.59
128.5741618,35.8060125,64.68
128.5463774,35.79724183,61.41
128.5431521,35.80448245,59.3
128.5453063,35.79995587,58.28
128.5697352,35.80605197,57.57
128.5608222,35.8016231,56.83
128.5664273,35.80698293,56.54
128.5497326,35.7999173,56.34
128.5463656,35.79634036,56.27
128.5642141,35.80700255,55.78
128.539797,35.80180679,55.48
128.5387139,35.8036193,55
128.5586808,35.80705141,54.48
128.5486853,35.80443431,53.12
128.5442234,35.80176843,52.15
128.5387021,35.80271783,51.27
128.5320741,35.80367649,49.72
128.549697,35.79721289,49.25
128.5485668,35.79541961,48.69
128.5452945,35.7990544,48.05
128.5441762,35.79816254,47.54
128.5752685,35.80600261,46.94
128.5419513,35.79728027,46.5
128.5530761,35.8016912,46.09
128.5686165,35.80516035,45.79
128.5730551,35.80602238,45.48
128.5575741,35.80706115,44.3
128.5675099,35.80517018,43.63
128.5541946,35.80258297,42.62
128.5464129,35.79994624,42.56
128.5497445,35.80081877,42.08
128.5343692,35.80996778,42.01
128.5719485,35.80603226,41.67
128.539891,35.80901857,41.49
128.5708419,35.80604212,41.2
128.5686286,35.80606182,41.1
128.5408801,35.79999427,40.97
128.5331691,35.80276551,40.61
128.5398322,35.80451121,40.28
128.5419631,35.79818174,39.41
128.5509104,35.80531645,37.84
128.5398087,35.80270827,37.75
128.5586688,35.80614994,33.78
128.5365826,35.80994871,32.54
128.5575024,35.80165235,32.1
128.5464011,35.79904477,32.09
128.5653207,35.80699275,32.09
128.5452827,35.79815293,32.04
128.5597874,35.80704166,31.35
128.5542065,35.80348444,30.65
128.5496733,35.79540995,29.91
128.5586329,35.80344554,29.78
128.5452709,35.79725146,29.76
128.5430579,35.79727068,29.16
128.544188,35.79906401,27.03
128.5496852,35.79631142,26.88
128.5419749,35.79908322,26.83
128.5553012,35.80257327,26.63
128.5785762,35.8050714,25.63
128.5608102,35.80072163,25.26
128.5474603,35.79542925,24.88
128.5509223,35.80621791,23.76
128.5475195,35.7999366,23.33
128.550851,35.8008091,22.73
128.5664032,35.80518001,22.32
128.5763751,35.8059927,22.25
128.5486734,35.80353284,21.96
128.5485549,35.79451814,21.33
128.5464247,35.80084771,21.17
128.5619888,35.80612066,21.11
128.558597,35.80074114,20.83
128.5619767,35.80521919,19.67
128.5575621,35.80615968,19.31
128.5519576,35.80079942,19.29
128.5408566,35.79819133,19.2
128.5486379,35.80082843,19.12
128.5542184,35.80438591,18.77
128.5575263,35.80345528,18.51
128.5541708,35.80078004,18.4
128.5597036,35.80073139,18.3
128.5541589,35.79987857,18.29
128.5641659,35.80339669,18.28
128.5409389,35.80450163,18.06
128.5564077,35.80256355,17.5
128.5486616,35.80263137,17.34
128.5441644,35.79726107,16.46
128.5630954,35.80611088,16.38
128.5520408,35.8071097,15.95
128.5652726,35.80338689,15.79
128.5608821,35.80613043,15.2
128.5530642,35.80078974,15.14
128.5486497,35.8017299,14.97
128.5563958,35.80166208,14.47
128.5408918,35.80089575,14.31
128.5452591,35.79634998,13.59
128.5552535,35.79896739,13.5
128.5564316,35.80436648,12.97
128.5496614,35.79450848,12.92
128.5652605,35.80248543,12.89
128.5597275,35.80253433,12.37
128.5553608,35.8070806,12.12
128.552017,35.80530677,12.08
128.555325,35.8043762,11.91
128.5419866,35.79998469,11.81
128.5630713,35.80430795,11.74
128.5508273,35.79900616,11.39
128.5564674,35.80707088,11.37
128.5419984,35.80088616,11.2
128.5463538,35.79543889,11.1
128.5419395,35.7963788,11.1
128.5553131,35.80347473,10.85
128.5542423,35.80618884,10.37
128.5397618,35.79910238,10.02
128.5608341,35.80252457,9.88
128.5552892,35.8016718,9.6
128.5694211,35.7826138,9.51
128.5542542,35.80709031,9.4
128.5564555,35.80616941,9.32
128.5475668,35.80354248,9.17
128.5474485,35.79452778,9.06
128.5420455,35.80449204,8.91
128.5619287,35.80161333,8.88
128.5398205,35.80360974,8.82
128.5431404,35.80358098,7.98
128.5630834,35.80520941,7.55
128.5508154,35.79810469,7.43
128.5541827,35.80168151,7.41
128.5376894,35.80993917,7.37
128.5597754,35.80614019,7.34
128.5630593,35.80340648,7.3
128.5520289,35.80620823,7.25
128.5574904,35.80075088,6.98
128.567534,35.80697311,6.89
128.5430932,35.79997509,6.75
128.5586449,35.80434701,6.71
128.5553489,35.80617913,6.66
128.554147,35.7989771,6.46
128.5508392,35.79990763,6.27
128.5442116,35.80086696,6.07
128.5430696,35.79817215,5.89
128.5431286,35.80267951,5.89
128.5597635,35.80523873,5.79
128.5608701,35.80522896,5.66
128.5386669,35.80001342,5.57
128.5574427,35.79714501,5.45
128.5409977,35.80900899,5.36
128.5464484,35.80265065,5.28
128.5619167,35.80071187,5.09
128.564178,35.80429816,5.06
128.5564435,35.80526795,4.85
128.5530523,35.79988827,4.76
128.5430814,35.79907362,4.73
128.5730673,35.80692385,4.53
128.5586568,35.80524848,4.53
128.5531356,35.80619854,4.51
128.544129,35.79455666,4.37
128.5619647,35.80431773,4.3
128.5531475,35.80710001,4.26
128.5652846,35.80428835,4.12
128.5530404,35.7989868,4.09
128.5496377,35.79270545,4.01
128.5563481,35.79805621,3.91
128.5464366,35.80174918,3.89
128.5694332,35.78351527,3.86
128.5507205,35.79089284,3.78
128.5518388,35.79178464,3.77
128.5409271,35.80360016,3.7
128.5496496,35.79360697,3.65
128.5540041,35.78815938,3.63
128.5420102,35.80178763,3.58
128.5529333,35.79087348,3.42
128.5507442,35.79269578,3.34
128.5552654,35.79986886,3.33
128.5862611,35.80049436,3.32
128.5485431,35.79361662,3.26
128.5851423,35.79960289,3.24
128.5441526,35.7963596,3.19
128.5862734,35.80139582,3.18
128.569409,35.78171234,3.17
128.5817983,35.79782989,3.15
128.5697473,35.80695344,3.13
128.540786,35.7927824,3.09
128.5496259,35.79180398,3.08
128.5564197,35.80346501,3.03
128.5452473,35.79544851,3.03
