osmid,highway,lanes,maxspeed,name,oneway,ref,reversed,length,bridge,access,tunnel
666992606,secondary,,,송현로,False,,False,79.33789620587024,,,
666992606,secondary,,,송현로,False,,True,87.12545382219993,,,
551630824,residential,,,송현로25길,False,,False,53.45009584239142,,,
666992606,secondary,,,송현로,False,,False,43.48507917603201,,,
666992606,secondary,,,송현로,False,,True,82.98381195843018,,,
109053923,residential,,,송현로30길,False,,False,61.3382305156656,,,
551630839,residential,,,송현로,False,,True,42.57076576935678,,,
666992606,secondary,,,송현로,False,,False,57.36776513298901,,,
666992606,secondary,,,송현로,False,,True,97.28339852409452,,,
109053910,residential,,,월배로83길,False,,False,69.4263110208143,,,
666992606,secondary,,,송현로,False,,False,23.747160286659565,,,
666992606,secondary,,,송현로,False,,True,32.09092262294798,,,
37401410,secondary,6,60,성당로,False,51,False,94.67413695657018,,,
319678227,primary,,,성당로,False,5;26,False,86.645014858776,,,
783544922,primary,,,두류공원로,False,5;26,True,93.04640532842558,,,
37402079,secondary,4,,용산로,False,29,False,162.64028731807028,,,
468669307,secondary,,,장기로,False,,False,108.2580996952936,,,
37402079,secondary,4,,용산로,False,29,True,183.30240961621604,,,
37402488,secondary,,,장기로,False,,True,168.06919640529753,,,
469046214,secondary,,,선원로,False,,False,182.10194813695784,,,
917307624,tertiary,,,선원로,False,,True,17.510152137500445,,,
917307625,secondary,,,달서대로,True,17,False,543.010135818492,,,
37398830,tertiary,,,학산로7길,False,,True,78.33843981327213,,,
37402079,secondary,4,,용산로,False,29,False,76.17992465959959,,,
1087527716,secondary,,,구마로,False,28,True,133.51019959038635,,,
72509893,secondary,,,성서공단로,True,28,False,71.47510761251912,,,
37399960,secondary,,,당산로,False,,False,141.7996227637004,,,
37399960,secondary,,,당산로,False,,True,264.65043943948416,,,
37402488,secondary,,,장기로,False,,False,300.4287884502796,,,
37402488,secondary,,,장기로,False,,True,174.62657125127112,,,
37403211,secondary,,,학산로,False,,True,35.9126454918692,,,
1087527717,secondary,,,와룡로,False,31,False,36.52000778118892,,,
1087527718,secondary,,,학산로,False,,False,31.87071507128814,,,
825752176,secondary_link,,,,True,,False,296.59673514171567,,,
1087539518,primary,4,60,월배로,True,,False,27.92719023908665,,,
503578888,secondary,,,진천로,False,,True,13.207626480008425,,,
503578888,secondary,,,진천로,False,,False,125.92112819797376,,,
666992605,primary,4,60,월배로,True,,False,131.7504110895298,,,
383321680,residential,,,와룡로51길,False,,True,64.16574291190385,,,
917307613,secondary,,,와룡로,False,31,False,136.51512328027428,,,
917307613,secondary,,,와룡로,False,31,True,26.090739309992927,,,
35971252,residential,,,와룡로53길,False,,False,64.98471085949883,,,
917307613,secondary,,,와룡로,False,31,False,130.00293625383068,,,
917307613,secondary,,,와룡로,False,31,True,136.51512328027428,,,
1232316657,residential,,,와룡로56길,False,,True,54.027051931909426,,,
35971248,residential,,,용산서로,False,,True,138.80482301342525,,,
917307612,secondary,2,70,평리로,False,48,False,148.56681786627396,,yes,
917307612,secondary,2,70,평리로,False,48,True,142.12349504141898,,yes,
35971250,residential,,,달구벌대로301길,False,,True,85.15848502519638,,,
917307612,secondary,2,70,평리로,False,48,False,32.83777335907686,,yes,
917307612,secondary,2,70,평리로,False,48,True,77.0112494666266,,yes,
35971253,residential,,,와룡로51길,False,,False,92.22574266371458,,,
37402079,secondary,4,,용산로,False,29,False,217.15841145593026,,,
37402079,secondary,4,,용산로,False,29,True,137.83233159049803,,,
35971248,residential,,,용산서로,False,,False,138.80482301342525,,,
37402081,residential,,,용산서로,False,,False,150.75778677110335,,,
37402081,residential,,,용산서로,False,,True,680.8712406027536,,,
35971246,residential,,,,False,,False,265.97406850986704,,,
37401756,tertiary,,,평리로17길,False,,True,109.65924804819655,,,
35971250,residential,,,달구벌대로301길,False,,False,97.5419020925809,,,
35971250,residential,,,달구벌대로301길,False,,True,69.00181221538762,,,
35971254,residential,,,와룡로45길,False,,False,20.91057979334153,,,
35971250,residential,,,달구벌대로301길,False,,False,33.90462780624997,,,
35971250,residential,,,달구벌대로301길,False,,True,97.5419020925809,,,
35971255,residential,,,용산로,False,,True,102.03014264045999,,,
35971250,residential,,,달구벌대로301길,False,,False,135.685311520006,,,
35971250,residential,,,달구벌대로301길,False,,True,64.11966136474788,,,
383321688,residential,,,와룡로53길,False,,True,34.42644600715336,,,
35971250,residential,,,달구벌대로301길,False,,False,85.15848502519638,,,
35971250,residential,,,달구벌대로301길,False,,True,135.685311520006,,,
35971251,residential,,,와룡로57길,False,,False,25.873962293621084,,,
383321690,residential,,,와룡로57길,False,,True,65.25937096183851,,,
917307613,secondary,,,와룡로,False,31,True,9.408830640300492,,,
35971254,residential,,,와룡로45길,False,,True,58.10657712158421,,,
917307613,secondary,,,와룡로,False,31,False,64.50412002975405,,,
917307613,secondary,,,와룡로,False,31,True,69.45328867050968,,,
383321710,residential,,,와룡로49길,False,,True,64.55626167128753,,,
917307613,secondary,,,와룡로,False,31,False,111.06953929619722,,,
917307613,secondary,,,와룡로,False,31,True,74.00188938030847,,,
221174564,residential,,,월곡로32길,False,,True,127.29911592924371,,,
474260622,residential,,,월곡로,False,,False,90.62059292331904,,,
549193068,secondary,,,월곡로,False,,False,164.03302043414647,,,
549193068,secondary,,,월곡로,False,,True,184.4179131239173,,,
35971599,tertiary,,,도원로,False,,False,104.52158036965359,,,
658293663,tertiary,,,상원로,False,,True,26.387006658780113,,,
510108695,secondary,5,,상화로,True,10,False,43.144253611341426,,,
37403334,secondary,3,,한실로,True,,False,29.755464077625447,,,
510108695,secondary,5,,상화로,True,10,False,37.40654288223416,,,
319678229,primary,8,60,월배로,False,5,True,54.021334926876115,,,
35971604,tertiary,,,상인서로,False,,False,47.40482642891682,,,
1086951236,primary,4,60,월배로,True,,False,208.33957285970902,,,
35971603,tertiary,,,상화북로,False,,False,26.12946190459178,,,
549193082,tertiary,,,,True,,False,316.02047048590117,,,
35971599,tertiary,,,도원로,False,,True,287.8627329750699,,,
37399964,tertiary,,,도원남로,False,,False,245.18729127063523,,,
37399964,tertiary,,,도원남로,False,,True,283.1066825171766,,,
35971602,secondary,,,상인로,False,,True,48.80152739957135,,,
221174564,residential,,,월곡로32길,False,,False,131.47083303245554,,,
37401161,secondary,,,상인로,False,,False,507.6845960107182,,,
221174564,residential,,,월곡로32길,False,,True,131.47083303245554,,,
474260659,tertiary,,,상인서로,False,,True,86.63698768524712,,,
221174564,residential,,,월곡로32길,False,,False,127.29911592924371,,,
35971603,tertiary,,,상화북로,False,,True,67.98121274523145,,,
549193068,secondary,,,월곡로,False,,True,76.55606078193986,,,
35971607,tertiary,,,상화북로,False,,False,426.52974537005883,,,
549193068,secondary,,,월곡로,False,,False,163.3946346516519,,,
35971751,secondary,,,조암남로,False,,False,188.63341247059552,,,
35971751,secondary,,,조암남로,False,,True,212.63184919244088,,,
468691409,tertiary,,,월배로39길,False,,True,42.61973631007548,,,
468691412,residential,,,조암남로6길,False,,True,274.80949601912465,,,
35971751,secondary,,,조암남로,False,,True,207.4809877193786,,,
35971752,tertiary,,,월배로5길,False,,False,323.56389411487214,,,
1087527723,tertiary,,,월배로5길,False,,True,315.5102814147444,,,
55052949,motorway_link,,,,True,,False,303.4082746370211,,,
82875125,motorway,4,100,중부내륙고속도로지선,True,451,False,149.68328419913655,,,
468770467,residential,,,월배로,False,,True,168.19522835364575,,,
666992605,primary,4,60,월배로,True,,False,196.16508668577663,,,
109053914,residential,,,월배로69길,False,,True,78.08904329927648,,,
319678229,primary,8,60,월배로,False,5,False,114.51323295878022,,,
319678229,primary,8,60,월배로,False,5,True,26.051467378003395,,,
109053917,residential,,,월배로75길,False,,True,76.66448687020343,,,
319678229,primary,8,60,월배로,False,5,False,44.54800947998665,,,
319678229,primary,8,60,월배로,False,5,True,78.36820138166314,,,
319678229,primary,8,60,월배로,False,5,False,78.36820138166314,,,
319678229,primary,8,60,월배로,False,5,True,22.656711976709616,,,
452069258,residential,,,월배로,False,,False,79.50426424906392,,,
319678229,primary,8,60,월배로,False,5,False,54.021334926876115,,,
319678229,primary,8,60,월배로,False,5,True,69.8731700949385,,,
469089541,residential,,,월배로,False,,False,50.36933488259313,,,
319678229,primary,8,60,월배로,False,5,False,69.8731700949385,,,
1131468654,residential,,,월배로97길,False,,False,80.01454856873649,,,
319678227,primary,,,성당로,False,5;26,True,86.645014858776,,,
319678227,primary,,,성당로,False,5;26,False,189.96709262455147,,,
783544922,primary,,,두류공원로,False,5;26,False,93.04640532842558,,,
385125262,residential,,,성당로21길,False,,False,372.47240344046577,,,
732550820,residential,,,두류공원로28길,False,,True,234.83077222301245,,,
783544922,primary,,,두류공원로,False,5;26,True,1064.2327834874159,,,
157338323,residential,,,두류공원로50길,False,,False,63.87976866102957,,,
783544922,primary,,,두류공원로,False,5;26,True,6.920210773106926,,,
783544922,primary,,,두류공원로,False,5;26,False,114.70280702158308,,,
285229125,residential,,,중흥로10길,False,,False,66.24394445587575,,,
285229125,residential,,,중흥로10길,False,,True,114.43861333028644,,,
720856010,residential,,,앞산순환로49길,False,,True,56.63578792361945,,,
285229126,residential,,,앞산순환로49길,False,,False,59.21224198112354,,,
37402654,residential,,,월배로80길,False,,False,59.61699293965711,,,
37402654,residential,,,월배로80길,False,,True,60.91878992910054,,,
551630760,residential,,,중흥로4길,False,,True,113.67934839075448,,,
720856007,residential,,,중흥로4길,False,,True,130.056560434391,,,
37396818,unclassified,,,성서로45길,False,,False,106.32662035100094,,,
37400167,unclassified,,,성서로46길,False,,True,125.90776805765643,,,
1352322587,secondary,,,성서로,False,,False,162.68843767793481,,,
1352322587,secondary,,,성서로,False,,True,252.4765139302197,,,
37396821,tertiary,,,장산로32길,False,,False,103.68638114746855,,,
498569985,secondary,6,,장산로,False,,True,185.96465465711003,,,
810508220,secondary,6,,장산로,False,,False,74.31023872930697,,,
37396989,secondary,,,성서4차첨단로,False,,False,831.6989374450689,,,
37402782,secondary,,,월암로,False,,True,143.40330838549409,,,
37396989,secondary,,,성서4차첨단로,False,,True,1059.713881598967,,,
"[886197444, 886197445, 37402782]",secondary,,,월암로,False,,False,150.0124312916887,yes,,
308904277,tertiary,,,달구벌대로251길,False,,False,37.07816025852387,,,
37398184,tertiary_link,,,,True,,False,29.57078366936509,,,
308904277,tertiary,,,달구벌대로251길,False,,True,76.65087427562862,,,
32836581,secondary,,,계대동문로,False,,False,213.57272421698997,,,
32836581,secondary,,,계대동문로,False,,True,124.86251764913217,,,
37398186,tertiary,,,,False,,False,281.8565433813618,,,
154295270,tertiary,,,달구벌대로291길,False,,False,41.02489437187419,,,
285044033,tertiary,,,,False,,True,75.92193042822713,,,
553618773,tertiary,,,,True,,False,61.74736847169661,,,
37398186,tertiary,,,,False,,True,195.2008714301371,,,
37402079,secondary,4,,용산로,False,29,False,184.0877855047398,,,
37402079,secondary,4,,용산로,False,29,True,120.39561568606499,,,
37402501,tertiary,,,장산로,False,,False,200.90323843205996,,,
37402501,tertiary,,,장산로,False,,True,229.80064378701312,,,
498569983,residential,,,,False,,False,211.21461049216407,,,
37399249,tertiary,,,호산동로,False,,True,124.5316891869332,,,
37403365,unclassified,,,달서대로85길,False,,True,205.0596314124487,,,
"[37398258, 732280095]",unclassified,,,"['호산동로1길', '달서대로85길']",False,,False,763.2607281208052,,,
37399249,tertiary,,,호산동로,False,,False,271.2085017815964,,,
37403364,tertiary,,,달서대로91길,False,,False,204.6206694255079,,,
37403364,tertiary,,,달서대로91길,False,,True,137.01472138151183,,,
"[37398258, 732280095]",unclassified,,,"['호산동로1길', '달서대로85길']",False,,True,763.2607281208052,,,
37398259,unclassified,,,성서공단북로4길,False,,False,123.4298343576794,,,
37403363,unclassified,,,성서공단북로2길,False,,False,341.63932060587865,,,
37403363,unclassified,,,성서공단북로2길,False,,True,290.2923362685787,,,
37398259,unclassified,,,성서공단북로4길,False,,False,137.8848500922335,,,
37398259,unclassified,,,성서공단북로4길,False,,True,123.4298343576794,,,
37403362,unclassified,,,달서대로95길,False,,True,289.37914220244414,,,
37398259,unclassified,,,성서공단북로4길,False,,False,136.7699529811487,,,
37398259,unclassified,,,성서공단북로4길,False,,True,137.8848500922335,,,
37398274,unclassified,,,,False,,True,124.39435505959177,,,
732550795,unclassified,,,호산로,False,,False,290.2454012753258,,,
37398268,unclassified,,,성서공단북로18길,False,,True,132.33442945796997,,,
732550796,unclassified,,,호산로,False,,True,337.1162642041073,,,
37398268,unclassified,,,성서공단북로18길,False,,False,138.99705926421834,,,
37401420,secondary,,,성서공단북로,False,,False,44.437227091658166,,,
37401420,secondary,,,성서공단북로,False,,True,362.9455251086605,,,
37398268,unclassified,,,성서공단북로18길,False,,True,138.99705926421834,,,
37398260,residential,,,장산남로,False,,False,197.47030760446955,,,
37402079,secondary,4,,용산로,False,29,False,46.892720710172675,,,
37402079,secondary,4,,용산로,False,29,True,184.0877855047398,,,
37398260,residential,,,장산남로,False,,False,302.3529325108365,,,
37398260,residential,,,장산남로,False,,True,197.47030760446955,,,
498569983,residential,,,,False,,False,219.58881955078408,,,
498569983,residential,,,,False,,True,211.21461049216407,,,
37398186,tertiary,,,,False,,False,195.2008714301371,,,
37398186,tertiary,,,,False,,True,281.8565433813618,,,
498569983,residential,,,,False,,True,219.58881955078408,,,
37398263,secondary,,,,False,,True,23.362979174260982,,,
37402797,secondary,,,진천로,False,,False,56.56840658262356,,,
37402798,residential,,,상화북로,False,,True,89.60483145506596,,,
37398265,unclassified,,,성서동로45길,False,,False,299.8501246714857,,,
37399905,secondary,,,성서동로,False,,False,18.236494972642973,,,
37399905,secondary,,,성서동로,False,,True,129.21202296973493,,,
37398265,unclassified,,,성서동로45길,False,,True,299.8501246714857,,,
37399256,unclassified,,,성서공단로55길,False,,False,206.84053304300278,,,
37399256,unclassified,,,성서공단로55길,False,,True,124.53849377051512,,,
37398268,unclassified,,,성서공단북로18길,False,,False,133.56233319150218,,,
37403364,tertiary,,,달서대로91길,False,,False,137.01472138151183,,,
37403364,tertiary,,,달서대로91길,False,,True,356.09385215348084,,,
37398268,unclassified,,,성서공단북로18길,False,,False,132.33442945796997,,,
37398268,unclassified,,,성서공단북로18길,False,,True,128.95712587316902,,,
37403362,unclassified,,,달서대로95길,False,,False,335.31739079087043,,,
37403362,unclassified,,,달서대로95길,False,,True,363.2862104148583,,,
37398273,unclassified,,,성서로52길,False,,False,121.07183995797183,,,
1352322587,secondary,,,성서로,False,,False,252.4765139302197,,,
1352322587,secondary,,,성서로,False,,True,173.43874638266087,,,
1382325700,unclassified,,,,False,,True,110.9752003524557,,,
37398273,unclassified,,,성서로52길,False,,False,173.0847510221191,,,
37398273,unclassified,,,성서로52길,False,,True,168.45120893504225,,,
37399255,unclassified,,,성서공단로51길,False,,False,170.14996843582477,,,
37399255,unclassified,,,성서공단로51길,False,,True,254.69358050738774,,,
37398273,unclassified,,,성서로52길,False,,True,173.0847510221191,,,
37399256,unclassified,,,성서공단로55길,False,,False,124.53849377051512,,,
37399256,unclassified,,,성서공단로55길,False,,True,257.9725942408946,,,
37398274,unclassified,,,,False,,False,124.39435505959177,,,
37403363,unclassified,,,성서공단북로2길,False,,False,137.92903520590352,,,
37403363,unclassified,,,성서공단북로2길,False,,True,341.6393206058786,,,
37398259,unclassified,,,성서공단북로4길,False,,True,136.7699529811487,,,
37401420,secondary,,,성서공단북로,False,,False,127.99288158713124,,,
37401420,secondary,,,성서공단북로,False,,True,142.83003598955685,,,
37402198,unclassified,,,성서공단북로3길,False,,False,444.35350298136126,,,
37396989,secondary,,,성서4차첨단로,False,,True,831.6989374450689,,,
472431168,tertiary,,,성서로36길,False,,False,72.39017453180365,,,
37398533,tertiary,,,성서4차첨단로,False,,True,317.39128887041886,,,
472431167,secondary,,,월곡로99길,False,,False,69.59724039891479,,,
181236326,secondary,,,성서동로,False,,False,371.4264873153954,,,
181236326,secondary,,,성서동로,False,,True,289.0417165681779,,,
720388404,tertiary,,,성서로36길,False,,True,167.89791582678396,,,
"[472431168, 886197446, 886197447]",tertiary,,,성서로36길,False,,True,320.50757294176753,yes,,
37398565,unclassified,,,성서로54길,False,,False,163.27913505827257,,,
37399255,unclassified,,,성서공단로51길,False,,False,187.7863908964268,,,
37399255,unclassified,,,성서공단로51길,False,,True,170.14996843582477,,,
37398565,unclassified,,,성서로54길,False,,True,126.08748073504903,,,
1352322587,secondary,,,성서로,False,,False,173.43874638266087,,,
1352322587,secondary,,,성서로,False,,True,269.2767195733119,,,
1382325701,unclassified,,,,False,,True,167.02295932433276,,,
37398808,secondary,,,성서서로,False,,False,131.8462900196331,,,
37399253,secondary,,,성서서로,False,,True,193.20373269302874,,,
1087522487,secondary,,,성서공단로,False,,False,294.8623380141234,,,
1352322588,secondary,,,성서공단로,False,,True,186.31217234216922,,,
37400382,secondary,,,성서서로,False,,False,139.26504654549885,,,
37401420,secondary,,,성서공단북로,False,,False,229.46717537591275,,,
37401420,secondary,,,성서공단북로,False,,True,212.0491086938371,,,
37398808,secondary,,,성서서로,False,,True,361.05044822741104,,,
472431193,residential,,,성서서로33길,False,,True,197.59386362516256,,,
37398808,secondary,,,성서서로,False,,False,200.66815424630076,,,
37398808,secondary,,,성서서로,False,,True,207.5906347814004,,,
37398809,residential,,,성서서로34길,False,,False,183.33245855880244,,,
37398810,unclassified,,,성서공단로39길,False,,False,252.02686238897272,,,
1352322588,secondary,,,성서공단로,False,,False,170.79054475226081,,,
1352322588,secondary,,,성서공단로,False,,True,234.40155580612503,,,
37401420,secondary,,,성서공단북로,False,,False,212.0491086938371,,,
37398810,unclassified,,,성서공단로39길,False,,True,600.274830929345,,,
37401420,secondary,,,성서공단북로,False,,True,127.80503969626287,,,
