osmid,y,x,street_count,highway,junction,ref,railway,geometry
1695487468,35.8563514,128.5597803,4,,,,,POINT (128.5597803 35.8563514)
1695487496,35.8564491,128.5642281,3,,,,,POINT (128.5642281 35.8564491)
1695487524,35.8565727,128.554263,3,,,,,POINT (128.554263 35.8565727)
1695487566,35.8567369,128.538408,3,,,,,POINT (128.538408 35.8567369)
1695487584,35.8567829,128.563125,3,,,,,POINT (128.563125 35.8567829)
1695487593,35.8568134,128.5612828,4,,,,,POINT (128.5612828 35.8568134)
1695487651,35.8569072,128.559321,3,,,,,POINT (128.559321 35.8569072)
1695487659,35.8569193,128.561627,3,,,,,POINT (128.561627 35.8569193)
1695487679,35.8569532,128.5650837,1,,,,,POINT (128.5650837 35.8569532)
1695487690,35.8572128,128.5573032,1,,,,,POINT (128.5573032 35.8572128)
1695487715,35.8570133,128.5619327,3,,,,,POINT (128.5619327 35.8570133)
1695487758,35.8570719,128.5621235,3,,,,,POINT (128.5621235 35.8570719)
1695487785,35.8571191,128.5622769,3,,,,,POINT (128.5622769 35.8571191)
1695487817,35.8571603,128.5624107,3,,,,,POINT (128.5624107 35.8571603)
1695487844,35.857213,128.5625821,3,,,,,POINT (128.5625821 35.857213)
1695487884,35.8573115,128.5629023,4,,,,,POINT (128.5629023 35.8573115)
1695487936,35.8573549,128.5591083,3,,,,,POINT (128.5591083 35.8573549)
1695487951,35.8573681,128.5645774,3,,,,,POINT (128.5645774 35.8573681)
1695487985,35.8574108,128.5649874,3,,,,,POINT (128.5649874 35.8574108)
1695487993,35.8574222,128.5609935,4,,,,,POINT (128.5609935 35.8574222)
1695488013,35.8574735,128.5634292,3,,,,,POINT (128.5634292 35.8574735)
1695488053,35.8575247,128.5613265,4,,,,,POINT (128.5613265 35.8575247)
1695488062,35.8575682,128.5655285,3,,,,,POINT (128.5655285 35.8575682)
1695488085,35.85757,128.563743,3,,,,,POINT (128.563743 35.85757)
1695488126,35.8576287,128.5616643,4,,,,,POINT (128.5616643 35.8576287)
1695488225,35.8576826,128.562746,3,,,,,POINT (128.562746 35.8576826)
1695488245,35.8576922,128.5589227,3,,,,,POINT (128.5589227 35.8576922)
1695488264,35.8577237,128.5619729,4,,,,,POINT (128.5619729 35.8577237)
1695488307,35.8577847,128.5644413,4,,,,,POINT (128.5644413 35.8577847)
1695488358,35.8578645,128.5602513,3,,,,,POINT (128.5602513 35.8578645)
1695488371,35.8578933,128.5647944,3,,,,,POINT (128.5647944 35.8578933)
1695488389,35.8579117,128.5389974,3,,,,,POINT (128.5389974 35.8579117)
1695488402,35.8579169,128.5384406,3,,,,,POINT (128.5384406 35.8579169)
1695488412,35.8579264,128.5374233,3,,,,,POINT (128.5374233 35.8579264)
1695488423,35.8579297,128.5626419,4,,,,,POINT (128.5626419 35.8579297)
1695488483,35.8580038,128.5607172,3,,,,,POINT (128.5607172 35.8580038)
1695488491,35.858065,128.5653528,3,,,,,POINT (128.5653528 35.858065)
1695488525,35.8580793,128.5601487,4,,,,,POINT (128.5601487 35.8580793)
1695488542,35.8581005,128.5610408,3,,,,,POINT (128.5610408 35.8581005)
1695488550,35.8581399,128.5643252,3,,,,,POINT (128.5643252 35.8581399)
1695488583,35.8582069,128.5613968,4,,,,,POINT (128.5613968 35.8582069)
1695488592,35.8582195,128.5625198,3,,,,,POINT (128.5625198 35.8582195)
1695488604,35.8582979,128.5617011,3,,,,,POINT (128.5617011 35.8582979)
1695488621,35.8583968,128.5620323,3,,,,,POINT (128.5620323 35.8583968)
1695488638,35.8584198,128.5642337,3,,,,,POINT (128.5642337 35.8584198)
1695488651,35.8584394,128.5612892,3,,,,,POINT (128.5612892 35.8584394)
1695488671,35.8585064,128.562399,4,,,,,POINT (128.562399 35.8585064)
1695488748,35.8587068,128.564147,3,,,,,POINT (128.564147 35.8587068)
1695488759,35.8585752,128.5599312,3,,,,,POINT (128.5599312 35.8585752)
1695488787,35.8587566,128.5622936,3,,,,,POINT (128.5622936 35.8587566)
1695488805,35.8588397,128.5622586,3,,,,,POINT (128.5622586 35.8588397)
1695488822,35.8590022,128.5640578,4,,,,,POINT (128.5640578 35.8590022)
1695488823,35.8591039,128.5643981,3,,,,,POINT (128.5643981 35.8591039)
1695488835,35.8592627,128.5649294,3,,,,,POINT (128.5649294 35.8592627)
1695488870,35.8593142,128.5638488,3,,,,,POINT (128.5638488 35.8593142)
1697252921,35.837109,128.5536801,3,,,,,POINT (128.5536801 35.837109)
1697252956,35.8372737,128.5552644,3,,,,,POINT (128.5552644 35.8372737)
1697252959,35.8375468,128.5571375,3,,,,,POINT (128.5571375 35.8375468)
1697252988,35.8376361,128.5536361,3,,,,,POINT (128.5536361 35.8376361)
1697253018,35.8378721,128.5551648,4,,,,,POINT (128.5551648 35.8378721)
1697253073,35.8381594,128.5570252,3,,,,,POINT (128.5570252 35.8381594)
1697253081,35.8383429,128.554973,3,,,,,POINT (128.554973 35.8383429)
1744953610,35.853096,128.5359548,3,,,,,POINT (128.5359548 35.853096)
1744953622,35.8568055,128.5332619,4,,,,,POINT (128.5332619 35.8568055)
1744953627,35.8520353,128.5337786,4,,,,,POINT (128.5337786 35.8520353)
1744953629,35.8543738,128.5336046,4,,,,,POINT (128.5336046 35.8543738)
1744953631,35.8531109,128.5351869,4,,,,,POINT (128.5351869 35.8531109)
1744953632,35.8529025,128.532761,3,,,,,POINT (128.532761 35.8529025)
1744953633,35.8520418,128.5334381,4,,,,,POINT (128.5334381 35.8520418)
1744953642,35.8513759,128.5351442,3,,,,,POINT (128.5351442 35.8513759)
1744953643,35.8543135,128.5366219,4,,,,,POINT (128.5366219 35.8543135)
1744953645,35.8508004,128.5351306,3,,,,,POINT (128.5351306 35.8508004)
1744953654,35.8513651,128.5357536,3,,,,,POINT (128.5357536 35.8513651)
1744953665,35.8527853,128.5323062,3,,,,,POINT (128.5323062 35.8527853)
1744953666,35.853101,128.535574,3,,,,,POINT (128.535574 35.853101)
1744953673,35.850783,128.5363108,3,,,,,POINT (128.5363108 35.850783)
1744953678,35.8555664,128.535821,4,,,,,POINT (128.535821 35.8555664)
1744953680,35.8567829,128.5358337,3,,,,,POINT (128.5358337 35.8567829)
1744953682,35.8580386,128.532484,3,,,,,POINT (128.532484 35.8580386)
1744953684,35.8503496,128.5320874,3,,,,,POINT (128.5320874 35.8503496)
1744953687,35.8531294,128.5344654,4,,,,,POINT (128.5344654 35.8531294)
1744953693,35.8580407,128.5328878,3,,,,,POINT (128.5328878 35.8580407)
1744953694,35.8520651,128.5327305,4,,,,,POINT (128.5327305 35.8520651)
1744953696,35.8512613,128.5330948,3,,,,,POINT (128.5330948 35.8512613)
1744953697,35.8531911,128.5320552,3,,,,,POINT (128.5320552 35.8531911)
1744953700,35.8580161,128.5362886,3,,,,,POINT (128.5362886 35.8580161)
1744953701,35.8520157,128.5344359,4,,,,,POINT (128.5344359 35.8520157)
1744953707,35.8530806,128.5363694,3,,,,,POINT (128.5363694 35.8530806)
1744953723,35.856766,128.5366729,4,,,,,POINT (128.5366729 35.856766)
1744953725,35.8514999,128.5327129,3,,,,,POINT (128.5327129 35.8514999)
1744953728,35.8519695,128.5363464,3,,,,,POINT (128.5363464 35.8519695)
1744953729,35.8531416,128.533988,3,,,,,POINT (128.533988 35.8531416)
1744953732,35.8567709,128.5362545,4,,,,,POINT (128.5362545 35.8567709)
1744953737,35.8555429,128.5366542,4,,,,,POINT (128.5366542 35.8555429)
1744953738,35.8543505,128.5345112,4,,,,,POINT (128.5345112 35.8543505)
1744953740,35.8580388,128.5336873,3,,,,,POINT (128.5336873 35.8580388)
1744953750,35.853096,128.535769,3,,,,,POINT (128.535769 35.853096)
1744953755,35.8508347,128.5337551,4,,,,,POINT (128.5337551 35.8508347)
1744953759,35.8520715,128.5319522,3,,,,,POINT (128.5319522 35.8520715)
1744953762,35.8580408,128.5320686,3,,,,,POINT (128.5320686 35.8580408)
1744953768,35.8512566,128.5320129,3,,,,,POINT (128.5320129 35.8512566)
1744953772,35.8560006,128.5345486,1,,,,,POINT (128.5345486 35.8560006)
1744953774,35.8519957,128.5351491,3,,,,,POINT (128.5351491 35.8519957)
1744953789,35.8568376,128.5324519,4,,,,,POINT (128.5324519 35.8568376)
1744953791,35.8513557,128.5363572,3,,,,,POINT (128.5363572 35.8513557)
1744953796,35.8530883,128.5361747,3,,,,,POINT (128.5361747 35.8530883)
1744953800,35.854328,128.5357949,4,,,,,POINT (128.5357949 35.854328)
1744953815,35.8508315,128.5343993,3,,,,,POINT (128.5343993 35.8508315)
1744953817,35.8520487,128.5331196,4,,,,,POINT (128.5331196 35.8520487)
1744953823,35.8543384,128.5352028,3,,,,,POINT (128.5352028 35.8543384)
1744953827,35.8580419,128.5332852,4,,,,,POINT (128.5332852 35.8580419)
1744953830,35.8580193,128.5359032,3,,,,,POINT (128.5359032 35.8580193)
1744953831,35.8555864,128.5336421,4,,,,,POINT (128.5336421 35.8555864)
1744953848,35.8499179,128.5343701,3,,,,,POINT (128.5343701 35.8499179)
1744953851,35.8531721,128.532771,3,,,,,POINT (128.532771 35.8531721)
1744953855,35.8580265,128.5345889,3,,,,,POINT (128.5345889 35.8580265)
1744953858,35.8519825,128.5357563,3,,,,,POINT (128.5357563 35.8519825)
1744953860,35.8519875,128.5355517,3,,,,,POINT (128.5355517 35.8519875)
1744953861,35.8543732,128.5332129,4,,,,,POINT (128.5332129 35.8543732)
1744953862,35.8556039,128.5324296,3,,,,,POINT (128.5324296 35.8556039)
1744953865,35.8568354,128.5320227,3,,,,,POINT (128.5320227 35.8568354)
1744953867,35.8562488,128.5316494,3,,,,,POINT (128.5316494 35.8562488)
1744953868,35.8555631,128.5362379,4,,,,,POINT (128.5362379 35.8555631)
1744953871,35.8519818,128.5359347,3,,,,,POINT (128.5359347 35.8519818)
1744953881,35.8512657,128.5327381,3,,,,,POINT (128.5327381 35.8512657)
1744953885,35.8555922,128.5332424,4,,,,,POINT (128.5332424 35.8555922)
1744953899,35.8568111,128.5328534,4,,,,,POINT (128.5328534 35.8568111)
1744953901,35.8555805,128.5340525,4,,,,,POINT (128.5340525 35.8555805)
1744953905,35.855598,128.5328374,4,,,,,POINT (128.5328374 35.855598)
1744953910,35.8580168,128.5367012,3,,,,,POINT (128.5367012 35.8580168)
1744953911,35.8531635,128.5331663,4,,,,,POINT (128.5331663 35.8531635)
1744953916,35.851358,128.5372393,3,,,,,POINT (128.5372393 35.851358)
1744953924,35.8531478,128.5337901,3,,,,,POINT (128.5337901 35.8531478)
1744953928,35.85082,128.5334247,3,,,,,POINT (128.5334247 35.85082)
1744953930,35.8568015,128.5336635,4,,,,,POINT (128.5336635 35.8568015)
1744953937,35.8593218,128.5333882,3,,,,,POINT (128.5333882 35.8593218)
1744953939,35.8530752,128.5365811,3,,,,,POINT (128.5365811 35.8530752)
1744953942,35.8562477,128.5324411,3,,,,,POINT (128.5324411 35.8562477)
1744953943,35.8519412,128.537263,3,,,,,POINT (128.537263 35.8519412)
1744953945,35.8531531,128.5335787,3,,,,,POINT (128.5335787 35.8531531)
1744953951,35.8543206,128.5362142,4,,,,,POINT (128.5362142 35.8543206)
1744953952,35.8507939,128.5331029,4,,,,,POINT (128.5331029 35.8507939)
1868363166,35.8143626,128.5420761,3,,,,,POINT (128.5420761 35.8143626)
1868363168,35.8166517,128.5455626,3,,,,,POINT (128.5455626 35.8166517)
1868372457,35.8190107,128.5397609,3,,,,,POINT (128.5397609 35.8190107)
1868372459,35.8186113,128.5401634,3,,,,,POINT (128.5401634 35.8186113)
1873903544,35.8648286,128.4911307,3,,,,,POINT (128.4911307 35.8648286)
1873903639,35.8648347,128.4913653,3,,,,,POINT (128.4913653 35.8648347)
1876009704,35.8086949,128.5127934,3,,,,,POINT (128.5127934 35.8086949)
1876009773,35.8081193,128.512977,4,,,,,POINT (128.512977 35.8081193)
1876009866,35.8058586,128.5119617,3,,,,,POINT (128.5119617 35.8058586)
1916679850,35.8247734,128.4921753,3,,,,,POINT (128.4921753 35.8247734)
1916679865,35.8378657,128.4919491,3,,,,,POINT (128.4919491 35.8378657)
1916679869,35.8420207,128.491943,3,,,,,POINT (128.491943 35.8420207)
1916679885,35.8515705,128.4919126,4,,,,,POINT (128.4919126 35.8515705)
1916679926,35.8589332,128.5155292,3,,,,,POINT (128.5155292 35.8589332)
1916793263,35.8230543,128.532743,4,,yes,,,POINT (128.532743 35.8230543)
1916793269,35.8372844,128.4919428,3,,,,,POINT (128.4919428 35.8372844)
2093702873,35.8500125,128.5206146,3,,,,,POINT (128.5206146 35.8500125)
2106994484,35.8476445,128.567795,3,,,,,POINT (128.567795 35.8476445)
2107013294,35.8501213,128.5719104,4,,,,,POINT (128.5719104 35.8501213)
2107055388,35.852044,128.5701015,3,,,,,POINT (128.5701015 35.852044)
2107055389,35.8524136,128.5697528,4,,,,,POINT (128.5697528 35.8524136)
2107055391,35.8516831,128.5704234,4,,,,,POINT (128.5704234 35.8516831)
2107055392,35.8513353,128.5707506,3,,,,,POINT (128.5707506 35.8513353)
2107055393,35.8506139,128.5714257,3,,,,,POINT (128.5714257 35.8506139)
2107055395,35.8547662,128.5693336,3,,,,,POINT (128.5693336 35.8547662)
2107055396,35.8509831,128.5710993,3,,,,,POINT (128.5710993 35.8509831)
2107056236,35.851491,128.5729289,3,,,,,POINT (128.5729289 35.851491)
2107057168,35.8525788,128.5709974,3,,,,,POINT (128.5709974 35.8525788)
2107057169,35.8522223,128.5713461,3,,,,,POINT (128.5713461 35.8522223)
2107057170,35.8529532,128.5706801,3,,,,,POINT (128.5706801 35.8529532)
2107057171,35.8518744,128.5716679,4,,,,,POINT (128.5716679 35.8518744)
2107057172,35.8515048,128.5720059,3,,,,,POINT (128.5720059 35.8515048)
2107057173,35.8511428,128.5723322,3,,,,,POINT (128.5723322 35.8511428)
2107057827,35.8522204,128.5722297,4,,,,,POINT (128.5722297 35.8522204)
2107057903,35.8505219,128.5685458,3,,,,,POINT (128.5685458 35.8505219)
2107057904,35.8509526,128.5692647,4,,,,,POINT (128.5692647 35.8509526)
2107057905,35.8513922,128.569929,3,,,,,POINT (128.569929 35.8513922)
2107058392,35.8516662,128.5685745,3,,,,,POINT (128.5685745 35.8516662)
2107058395,35.8532725,128.5712211,4,,,,,POINT (128.5712211 35.8532725)
2107058550,35.8520848,128.5692263,3,,,,,POINT (128.5692263 35.8520848)
2107063647,35.8551874,128.5740423,4,,,,,POINT (128.5740423 35.8551874)
2303746148,35.8522328,128.5554624,3,,,,,POINT (128.5554624 35.8522328)
2303746154,35.8532259,128.5541922,3,,,,,POINT (128.5541922 35.8532259)
2356852746,35.8555762,128.4941371,4,,,,,POINT (128.4941371 35.8555762)
2356857413,35.8562162,128.4941553,4,,,,,POINT (128.4941553 35.8562162)
2356857524,35.8561852,128.4956752,3,,,,,POINT (128.4956752 35.8561852)
2356857525,35.8555342,128.4956484,4,,,,,POINT (128.4956484 35.8555342)
2456943888,35.8444586,128.481307,3,,,,,POINT (128.481307 35.8444586)
2456943890,35.8482254,128.4863606,3,,,,,POINT (128.4863606 35.8482254)
2456943892,35.8482993,128.4850341,3,,,,,POINT (128.4850341 35.8482993)
2456943893,35.848364,128.4812653,3,,,,,POINT (128.4812653 35.848364)
2456943899,35.8497633,128.4863425,3,,,,,POINT (128.4863425 35.8497633)
2456943904,35.8497779,128.4858332,4,,,,,POINT (128.4858332 35.8497779)
2456943906,35.8497784,128.4850308,3,,,,,POINT (128.4850308 35.8497784)
2463902915,35.8081023,128.5520671,3,,,,,POINT (128.5520671 35.8081023)
2463902939,35.8075918,128.5615836,3,,,,,POINT (128.5615836 35.8075918)
2463902975,35.8059605,128.5768572,1,,,,,POINT (128.5768572 35.8059605)
2463902976,35.8077376,128.561724,3,,,,,POINT (128.561724 35.8077376)
2463902982,35.8081304,128.557423,3,,,,,POINT (128.557423 35.8081304)
2463903012,35.8061772,128.5768561,1,,,,,POINT (128.5768561 35.8061772)
2631884179,35.856779,128.565946,3,,,,,POINT (128.565946 35.856779)
2631884180,35.8571544,128.5705855,4,,,,,POINT (128.5705855 35.8571544)
2631884181,35.8572094,128.5721195,3,,,,,POINT (128.5721195 35.8572094)
2631884182,35.8572686,128.572323,3,,,,,POINT (128.572323 35.8572686)
2631884187,35.8561146,128.5694103,5,,,,,POINT (128.5694103 35.8561146)
2631884188,35.8570489,128.5692824,3,,,,,POINT (128.5692824 35.8570489)
2631884189,35.8561696,128.5701408,4,,,,,POINT (128.5701408 35.8561696)
2631884190,35.8571102,128.5700394,4,,,,,POINT (128.5700394 35.8571102)
2631884191,35.8569251,128.5677508,3,,,,,POINT (128.5677508 35.8569251)
2631884192,35.8564067,128.5688083,3,,,,,POINT (128.5688083 35.8564067)
2631884193,35.8554333,128.568034,3,,,,,POINT (128.568034 35.8554333)
2631884194,35.8557283,128.5674594,3,,,,,POINT (128.5674594 35.8557283)
2631884195,35.8566959,128.5682124,3,,,,,POINT (128.5682124 35.8566959)
2631884196,35.8560703,128.5668394,3,,,,,POINT (128.5668394 35.8560703)
2631884197,35.8568968,128.5675368,4,,,,,POINT (128.5675368 35.8568968)
2631884198,35.8565343,128.5672133,3,,,,,POINT (128.5672133 35.8565343)
2631884200,35.8568391,128.5666888,3,,,,,POINT (128.5666888 35.8568391)
2631884201,35.855109,128.5686659,4,,,,,POINT (128.5686659 35.855109)
2631884203,35.8558839,128.5708946,3,,,,,POINT (128.5708946 35.8558839)
2631884204,35.8554356,128.5725017,4,,,,,POINT (128.5725017 35.8554356)
2631884206,35.8547919,128.5692942,3,,,,,POINT (128.5692942 35.8547919)
2631884207,35.8551669,128.5702491,3,,,,,POINT (128.5702491 35.8551669)
2631884797,35.8533642,128.5697978,1,,,,,POINT (128.5697978 35.8533642)
2631884798,35.8539009,128.5706841,3,,,,,POINT (128.5706841 35.8539009)
2631885417,35.8543366,128.5723975,3,,,,,POINT (128.5723975 35.8543366)
2631885418,35.8542869,128.5730676,3,,,,,POINT (128.5730676 35.8542869)
2631885420,35.85369,128.57244,3,,,,,POINT (128.57244 35.85369)
2631885426,35.8536992,128.5722603,3,,,,,POINT (128.5722603 35.8536992)
2631885427,35.8537888,128.5723492,3,,,,,POINT (128.5723492 35.8537888)
2631885429,35.8565279,128.5726523,1,,,,,POINT (128.5726523 35.8565279)
2631885885,35.8557364,128.5713963,3,,,,,POINT (128.5713963 35.8557364)
2631885886,35.8560929,128.5715294,3,,,,,POINT (128.5715294 35.8560929)
2631885887,35.8571656,128.5708991,3,,,,,POINT (128.5708991 35.8571656)
2631885895,35.8561095,128.5714666,3,,,,,POINT (128.5714666 35.8561095)
2631885896,35.8564298,128.5718432,3,,,,,POINT (128.5718432 35.8564298)
2631885897,35.8568865,128.5713895,3,,,,,POINT (128.5713895 35.8568865)
2631885898,35.8569146,128.5722268,3,,,,,POINT (128.5722268 35.8569146)
2631885899,35.8568991,128.5717656,3,,,,,POINT (128.5717656 35.8568991)
2631885900,35.8571211,128.5722268,3,,,,,POINT (128.5722268 35.8571211)
2641716661,35.857678,128.5654897,3,,,,,POINT (128.5654897 35.857678)
2641716662,35.8577483,128.565891,3,,,,,POINT (128.565891 35.8577483)
2641716663,35.8581371,128.5670538,3,,,,,POINT (128.5670538 35.8581371)
2641716665,35.8586709,128.568436,3,,,,,POINT (128.568436 35.8586709)
2641716666,35.8588554,128.5688914,3,,,,,POINT (128.5688914 35.8588554)
2641716667,35.8590597,128.5698102,4,,,,,POINT (128.5698102 35.8590597)
2641716668,35.8592245,128.5705582,3,,,,,POINT (128.5705582 35.8592245)
2641716669,35.8597477,128.5708817,4,,,,,POINT (128.5708817 35.8597477)
2641716674,35.8617024,128.5723583,3,,,,,POINT (128.5723583 35.8617024)
2641716675,35.8617363,128.5710046,3,crossing,,,,POINT (128.5710046 35.8617363)
2641716679,35.8599586,128.5702394,4,,,,,POINT (128.5702394 35.8599586)
2641716685,35.8598993,128.5685238,3,,,,,POINT (128.5685238 35.8598993)
2641716686,35.8597213,128.5685563,3,,,,,POINT (128.5685563 35.8597213)
2641716693,35.8586999,128.5712476,4,,,,,POINT (128.5712476 35.8586999)
2641716694,35.8581002,128.5712883,4,,,,,POINT (128.5712883 35.8581002)
2641716696,35.8571842,128.5713631,4,,,,,POINT (128.5713631 35.8571842)
2641716698,35.8580272,128.5699458,3,,,,,POINT (128.5699458 35.8580272)
2641716701,35.8586898,128.5705721,3,,,,,POINT (128.5705721 35.8586898)
2641716702,35.8580804,128.5705767,4,,,,,POINT (128.5705767 35.8580804)
2641716708,35.8585195,128.5722206,3,,,,,POINT (128.5722206 35.8585195)
2641716713,35.8574829,128.5713359,3,,,,,POINT (128.5713359 35.8574829)
2641716719,35.8574974,128.571703,3,,,,,POINT (128.571703 35.8574974)
2641716720,35.858419,128.5712667,3,,,,,POINT (128.5712667 35.858419)
2641716725,35.8583246,128.5719217,3,,,,,POINT (128.5719217 35.8583246)
2641716728,35.8575114,128.5720573,3,,,,,POINT (128.5720573 35.8575114)
2641716729,35.8582032,128.5684806,3,,,,,POINT (128.5684806 35.8582032)
2641716732,35.856995,128.5686157,3,,,,,POINT (128.5686157 35.856995)
2641716733,35.857503,128.5674532,3,,,,,POINT (128.5674532 35.857503)
2641716735,35.8571243,128.5661512,3,,,,,POINT (128.5661512 35.8571243)
2641716737,35.8568032,128.5662453,3,,,,,POINT (128.5662453 35.8568032)
2641716740,35.8587227,128.5674974,4,,,,,POINT (128.5674974 35.8587227)
2641716744,35.858994,128.5650244,3,,,,,POINT (128.5650244 35.858994)
2641716745,35.8592559,128.5659686,3,,,,,POINT (128.5659686 35.8592559)
2641716747,35.8588774,128.5661834,3,,,,,POINT (128.5661834 35.8588774)
2641716748,35.8585216,128.5663422,4,,,,,POINT (128.5663422 35.8585216)
2641716749,35.8579847,128.5665979,3,,,,,POINT (128.5665979 35.8579847)
2641716750,35.8582012,128.5653047,3,,,,,POINT (128.5653047 35.8582012)
2641716752,35.8588726,128.5674328,3,,,,,POINT (128.5674328 35.8588726)
2641716753,35.8584129,128.5676985,3,,,,,POINT (128.5676985 35.8584129)
2641716754,35.8590734,128.566732,3,,,,,POINT (128.566732 35.8590734)
2641716758,35.8602573,128.5654264,3,,,,,POINT (128.5654264 35.8602573)
2641716760,35.8599167,128.5663144,3,,,,,POINT (128.5663144 35.8599167)
2641716761,35.859452,128.5665833,3,,,,,POINT (128.5665833 35.859452)
2641716762,35.8595162,128.5648398,3,,,,,POINT (128.5648398 35.8595162)
2778823870,35.8543808,128.5306183,3,,,,,POINT (128.5306183 35.8543808)
2778823873,35.8543808,128.5317362,4,,,,,POINT (128.5317362 35.8543808)
2845407676,35.8484616,128.4735006,1,,,,,POINT (128.4735006 35.8484616)
2845407678,35.849762,128.4730416,3,,,,,POINT (128.4730416 35.849762)
2852166529,35.8446071,128.4943761,4,,,,,POINT (128.4943761 35.8446071)
2852166533,35.8487753,128.4958431,3,,,,,POINT (128.4958431 35.8487753)
2852166534,35.8498277,128.4957961,3,,,,,POINT (128.4957961 35.8498277)
2852166536,35.8498829,128.4997498,4,,,,,POINT (128.4997498 35.8498829)
2852166540,35.8498535,128.497645,4,,,,,POINT (128.497645 35.8498535)
2852166542,35.8476647,128.4976417,4,,,,,POINT (128.4976417 35.8476647)
2852166543,35.8459464,128.497305,4,,,,,POINT (128.497305 35.8459464)
2852166545,35.8446962,128.4973367,3,,,,,POINT (128.4973367 35.8446962)
2852166546,35.8507268,128.4942417,3,,,,,POINT (128.4942417 35.8507268)
2852166548,35.8509719,128.4976354,4,,,,,POINT (128.4976354 35.8509719)
2852166549,35.8511596,128.4997702,3,,,,,POINT (128.4997702 35.8511596)
2852166550,35.8484274,128.4960577,3,,,,,POINT (128.4960577 35.8484274)
2852166551,35.8446639,128.4960899,3,,,,,POINT (128.4960899 35.8446639)
2852166552,35.8484483,128.49764,3,,,,,POINT (128.49764 35.8484483)
2852166553,35.8475501,128.4943147,3,,,,,POINT (128.4943147 35.8475501)
2852166554,35.8458745,128.4943496,3,,,,,POINT (128.4943496 35.8458745)
2852166555,35.8460142,128.4998403,4,,,,,POINT (128.4998403 35.8460142)
2852166556,35.8458951,128.4951583,3,,,,,POINT (128.4951583 35.8458951)
2852166560,35.8466014,128.4960733,3,,,,,POINT (128.4960733 35.8466014)
2852166561,35.8477337,128.4986956,3,,,,,POINT (128.4986956 35.8477337)
2852166562,35.8459849,128.498688,3,,,,,POINT (128.498688 35.8459849)
2852179491,35.8497687,128.4822389,3,,,,,POINT (128.4822389 35.8497687)
2852179965,35.8519394,128.4826884,3,,,,,POINT (128.4826884 35.8519394)
2852179966,35.8518439,128.4837942,3,,,,,POINT (128.4837942 35.8518439)
2852179970,35.8506808,128.4822324,3,,,,,POINT (128.4822324 35.8506808)
2852179971,35.8506759,128.4858164,4,,,,,POINT (128.4858164 35.8506759)
2852179974,35.8506802,128.4826557,4,,,,,POINT (128.4826557 35.8506802)
2852179977,35.8506764,128.4854703,4,,,,,POINT (128.4854703 35.8506764)
2852179979,35.8519055,128.4830813,3,,,,,POINT (128.4830813 35.8519055)
2852179980,35.8506797,128.4830757,4,,,,,POINT (128.4830757 35.8506797)
2852179981,35.8500581,128.4830729,4,,,,,POINT (128.4830729 35.8500581)
2852179982,35.8497716,128.4830716,3,,,,,POINT (128.4830716 35.8497716)
2852179983,35.8518739,128.4834468,3,,,,,POINT (128.4834468 35.8518739)
2852179984,35.8506792,128.4834422,4,,,,,POINT (128.4834422 35.8506792)
2852179985,35.8500578,128.4834398,3,,,,,POINT (128.4834398 35.8500578)
2852179986,35.8506785,128.4838123,4,,,,,POINT (128.4838123 35.8506785)
2852179987,35.8500574,128.483822,3,,,,,POINT (128.483822 35.8500574)
2852179988,35.851838,128.4842043,3,,,,,POINT (128.4842043 35.851838)
2852179989,35.850678,128.4842069,4,,,,,POINT (128.4842069 35.850678)
2852179990,35.850057,128.4842084,4,,,,,POINT (128.4842084 35.850057)
2852179991,35.8497755,128.484209,3,,,,,POINT (128.484209 35.8497755)
2852179992,35.8518324,128.4845952,3,,,,,POINT (128.4845952 35.8518324)
2852179993,35.8506776,128.4845873,4,,,,,POINT (128.4845873 35.8506776)
2852179994,35.8500567,128.484583,3,,,,,POINT (128.484583 35.8500567)
2852179995,35.8518286,128.4849935,3,,,,,POINT (128.4849935 35.8518286)
2852179996,35.8506771,128.4849822,4,,,,,POINT (128.4849822 35.8506771)
2852179997,35.8500562,128.484976,4,,,,,POINT (128.484976 35.8500562)
2852179998,35.8497782,128.4849733,3,,,,,POINT (128.4849733 35.8497782)
2852183675,35.8506723,128.4885091,3,,,,,POINT (128.4885091 35.8506723)
2852183676,35.8506754,128.4861479,4,,,,,POINT (128.4861479 35.8506754)
2852183678,35.8516526,128.4869288,3,,,,,POINT (128.4869288 35.8516526)
2852183679,35.8514984,128.4877336,3,,,,,POINT (128.4877336 35.8514984)
2852184642,35.8517604,128.4865563,3,,,,,POINT (128.4865563 35.8517604)
2852184643,35.8506748,128.4865729,4,,,,,POINT (128.4865729 35.8506748)
2852184644,35.8500547,128.4865825,4,,,,,POINT (128.4865825 35.8500547)
2852184645,35.8497647,128.4865869,3,,,,,POINT (128.4865869 35.8497647)
2852184646,35.8506741,128.4869362,4,,,,,POINT (128.4869362 35.8506741)
2852184647,35.8500544,128.4869409,3,,,,,POINT (128.4869409 35.8500544)
2852184648,35.851578,128.487337,3,,,,,POINT (128.487337 35.851578)
2852184649,35.8506739,128.4873413,4,,,,,POINT (128.4873413 35.8506739)
2852184650,35.850054,128.4873442,3,,,,,POINT (128.4873442 35.850054)
2852184651,35.8506733,128.4877437,4,,,,,POINT (128.4877437 35.8506733)
2852184652,35.8500536,128.4877513,4,,,,,POINT (128.4877513 35.8500536)
