osmid,위도,경도,street_count,highway,junction,ref,railway,convenience_store_count,cctv_count,police_count,lighting_count
1695481628,35.8454646,128.5435772,3,,,,,0,3,0,8
1695481652,35.8454817,128.5422966,3,,,,,0,4,0,8
1695481664,35.8454882,128.5418757,3,,,,,0,2,0,11
1695481675,35.8455061,128.5407347,3,,,,,0,1,0,13
1695481686,35.8455165,128.5400683,3,,,,,0,0,0,14
1695481704,35.8455238,128.538296,3,,,,,0,0,0,8
1695481715,35.8455287,128.5392925,3,,,,,0,1,0,13
1695481747,35.8456685,128.5495391,3,,,,,0,0,0,7
1695481758,35.8456741,128.5511066,3,,,,,0,0,0,10
1695481769,35.8456818,128.5488675,3,,,,,0,1,0,13
1695481783,35.8457084,128.5471911,4,,,,,0,1,0,10
1695481793,35.8457178,128.5462332,3,,,,,0,1,0,9
1695481803,35.8457267,128.5453218,4,,,,,0,1,0,9
1695481815,35.8457304,128.5449421,3,,,,,0,1,0,9
1695481874,35.8460139,128.5438484,4,,,,,0,2,0,11
1695481894,35.8460412,128.5434503,4,,,,,0,2,0,10
1695481915,35.8461574,128.5407607,4,,,,,0,2,0,12
1695481936,35.846185,128.538308,4,,,,,1,1,0,8
1695481956,35.846185,128.5379851,4,,,,,1,1,0,7
1695482003,35.846267,128.5495563,3,,,,,0,5,0,7
1695482023,35.8462644,128.5488738,3,,,,,0,0,0,8
1695482116,35.8464478,128.5471763,3,,,,,0,4,0,9
1695482202,35.8466322,128.5438397,3,,,,,0,4,0,6
1695482223,35.8466497,128.5415768,3,,,,,0,1,0,12
1695482266,35.8466607,128.5407696,4,,,,,0,0,0,10
1695482283,35.8466715,128.5399788,3,,,,,0,1,0,15
1695482306,35.8466776,128.5392358,3,,,,,0,1,0,12
1695482346,35.8467819,128.5450379,3,,,,,0,0,0,5
1695482376,35.846922,128.5461486,4,,,,,0,1,0,13
1695482419,35.8469803,128.5371679,3,,,,,1,0,0,10
1695482442,35.8470085,128.5445345,4,,,,,0,3,0,10
1695482489,35.8470512,128.5481248,3,,,,,0,3,0,2
1695482529,35.8470665,128.5458303,4,,,,,0,1,0,8
1695482550,35.8471599,128.5441979,4,,,,,0,3,0,6
1695482584,35.847166,128.5436798,3,,,,,0,0,0,7
1695482605,35.8471819,128.5423411,4,,,,,0,1,0,8
1695482626,35.8471908,128.5415826,4,,,,,0,2,0,12
1695482648,35.8472003,128.540779,3,,,,,0,3,0,9
1695482669,35.8472336,128.5477203,3,,,,,0,3,0,4
1695482712,35.8472678,128.5380276,4,,,,,1,3,0,6
1695482758,35.8473766,128.5474032,3,,,,,0,0,0,7
1695482788,35.8473835,128.5383297,4,,,,,0,3,0,7
1695482856,35.8475773,128.544927,1,,,,,0,0,0,6
1695482909,35.8476998,128.5466866,3,,,,,0,3,0,9
1695482932,35.8477137,128.5445738,1,,,,,0,0,0,5
1695482955,35.8478311,128.5396197,3,,,,,1,4,0,11
1695482966,35.8478403,128.5423564,3,,,,,0,1,0,10
1695482976,35.8478405,128.5437092,4,,,,,0,1,0,10
1695482987,35.8479657,128.5400075,4,,,,,1,4,0,8
1695483016,35.8480347,128.5402063,3,,,,,1,4,0,12
1695483027,35.8482391,128.5472259,3,,,,,0,3,0,7
1695483038,35.8482398,128.5407973,4,,,,,0,0,0,9
1695483074,35.8484326,128.5467385,3,,,,,0,3,0,11
1695483086,35.8484809,128.5432546,3,,,,,0,1,0,8
1695483097,35.8485033,128.5372039,3,,,,,0,0,0,9
1695483107,35.8485057,128.542372,3,,,,,0,0,0,11
1695483128,35.8485154,128.5383503,3,,,,,0,1,0,5
1695483138,35.8485172,128.5415965,4,,,,,0,0,0,9
1695483186,35.8486175,128.5462729,3,,,,,0,0,0,13
1695483209,35.8486661,128.5492168,3,,,,,0,3,0,7
1695483222,35.8487886,128.5423786,4,,,,,0,0,0,10
1695483285,35.8490839,128.5392636,3,,,,,0,2,0,7
1695483295,35.8490929,128.538567,3,,,,,0,0,0,11
1695483304,35.8491158,128.5459426,1,,,,,0,0,0,7
1695483332,35.8491631,128.5481501,3,,,,,0,3,0,3
1695483365,35.8492809,128.5437973,3,,,,,0,1,0,11
1695483375,35.8492867,128.5456264,1,,,,,0,0,0,6
1695483435,35.8493861,128.5416092,4,,,,,0,1,0,13
1695483443,35.8493908,128.5408175,3,,,,,0,2,0,11
1695483454,35.8493942,128.5402454,3,,,,,0,4,0,12
1695483465,35.8493954,128.5400392,4,,,,,0,4,0,12
1695483474,35.8493976,128.5396601,3,,,,,0,4,0,10
1695483511,35.8496027,128.5469454,4,,,,,1,1,0,5
1695483522,35.8496083,128.5475188,3,,,,,0,1,0,2
1695483533,35.8496208,128.5462838,4,,,,,1,1,0,7
1695483544,35.849632,128.5458778,4,,,,,0,2,0,9
1695483555,35.8496591,128.5448871,5,,,,,0,5,0,6
1695483566,35.8496819,128.5447186,3,,,,,0,7,0,7
1695483594,35.8498232,128.543675,3,,,,,0,2,0,9
1695483603,35.8498924,128.5431631,3,,,,,0,4,0,8
1695483612,35.8499665,128.5426162,3,,,,,0,3,0,10
1695483634,35.8499822,128.538575,3,,,,,0,0,0,8
1695483656,35.8500173,128.5375895,3,,,,,1,0,0,6
1695483690,35.8500811,128.5417696,3,,,,,0,0,0,5
1695483723,35.8500884,128.5399245,4,,,,,1,2,0,12
1695483752,35.8501013,128.5416197,3,,,,,0,0,0,4
1695483771,35.8501054,128.5461954,3,,,,,0,1,0,11
1695483789,35.8501089,128.5400708,3,,,,,1,2,0,11
1695483937,35.8502484,128.5473862,3,,,,,0,0,0,6
1695484010,35.8503333,128.5463483,3,,,,,0,3,0,8
1695484055,35.8503844,128.5447692,3,,,,,0,3,0,8
1695484066,35.8504979,128.5458686,3,,,,,0,1,0,9
1695484099,35.8505989,128.5455742,3,,,,,0,0,0,9
1695484131,35.8506574,128.5476612,3,,,,,0,0,0,6
1695484158,35.8507198,128.5527092,3,,,,,0,2,0,6
1695484175,35.8507716,128.5446101,3,,,,,0,3,0,11
1695484215,35.8507939,128.5455007,3,,,,,0,0,0,11
1695484255,35.8508352,128.5412378,3,,,,,1,0,0,4
1695484271,35.8508492,128.5466944,3,,,,,1,3,0,12
1695484298,35.8508774,128.5458309,3,,,,,0,1,0,9
1695484316,35.8508954,128.5471451,4,,,,,0,1,0,13
1695484346,35.8509267,128.5425024,3,,,,,0,2,0,8
1695484403,35.8509927,128.5454257,3,,,,,0,0,0,12
1695484431,35.8510279,128.5454124,3,,,,,0,0,0,13
1695484438,35.8510389,128.5429536,3,,,,,0,2,0,8
1695484447,35.8510432,128.5468245,4,,,,,1,1,0,11
1695484457,35.8510616,128.5372306,3,,,,,0,0,0,6
1695484477,35.8510945,128.5416936,3,,,,,1,0,0,4
1695484485,35.8511459,128.5433843,3,,,,,0,1,0,8
1695484494,35.8511525,128.5458997,3,,,,,0,1,0,7
1695484513,35.8511651,128.5540087,3,,,,,0,0,0,7
1695484524,35.8512258,128.5461864,3,,,,,1,1,0,8
1695484534,35.8512799,128.5439236,3,,,,,0,2,0,15
1695484555,35.8513017,128.5464832,3,,,,,1,2,0,8
1695484581,35.8513581,128.5467036,3,,,,,1,1,0,11
1695484615,35.8513876,128.5443569,3,,,,,0,1,0,11
1695484673,35.8514206,128.5452643,3,,,,,0,2,0,11
1695484737,35.8514408,128.5536762,3,,,,,0,4,0,9
1695484748,35.8514418,128.5423043,3,,,,,0,1,1,6
1695484817,35.8515967,128.545198,3,,,,,0,2,0,11
1695484837,35.8516428,128.5387162,3,,,,,0,0,0,5
1695484838,35.8516548,128.5519604,3,,,,,0,3,0,5
1695484839,35.8516652,128.5426972,3,,,,,0,1,1,5
1695484840,35.8516697,128.5437862,3,,,,,1,1,0,10
1695484841,35.8516824,128.5533848,4,,,,,0,4,0,9
1695484855,35.8517068,128.5505813,3,,,,,0,0,0,5
1695484866,35.8517388,128.5483883,3,,,,,0,0,0,6
1695484919,35.8518365,128.5473568,3,,,,,0,5,0,8
1695484957,35.8519422,128.5436901,3,,,,,1,1,0,8
1695484972,35.8519449,128.5394242,3,,,,,1,3,0,11
1695485007,35.8519808,128.5478786,4,,,,,0,5,0,10
1695485022,35.8519932,128.5450484,3,,,,,1,2,0,14
1695485052,35.8520355,128.540259,3,,,,,0,1,0,7
1695485120,35.8521338,128.5475563,3,,,,,0,5,0,9
1695485129,35.8521392,128.5464036,3,,,,,0,0,0,8
1695485153,35.8521467,128.5444673,3,,,,,0,1,0,13
1695485195,35.852272,128.5449433,3,,,,,2,0,0,14
1695485206,35.8523688,128.5428261,3,,,,,0,0,0,8
1695485217,35.852285,128.5531954,3,,,,,0,0,0,10
1695485247,35.8523235,128.545139,3,,,,,2,0,0,11
1695485264,35.8523967,128.540157,3,,,,,0,1,0,5
1695485273,35.8524032,128.5454417,3,,,,,1,0,0,7
1695485284,35.852407,128.5394193,3,,,,,1,3,0,10
1695485295,35.8524226,128.538301,4,,,,,1,4,0,7
1695485305,35.8524268,128.5372952,3,,,,,0,0,0,9
1695485327,35.8524781,128.5457264,3,,,,,0,1,0,6
1695485336,35.8525162,128.5524038,3,,,,,0,4,0,9
1695485354,35.8526088,128.5462233,4,,,,,0,1,0,6
1695485396,35.8526934,128.5524867,3,,,,,0,2,0,8
1695485418,35.8527643,128.5548288,3,,,,,0,2,0,7
1695485437,35.8528094,128.5469856,3,,,,,0,0,0,5
1695485454,35.8529858,128.5443793,3,,,,,0,0,0,8
1695485490,35.8529059,128.5538362,3,,,,,0,5,0,10
1695485500,35.8529239,128.5517191,3,,,,,0,0,0,8
1695485544,35.8530041,128.5477254,4,,,,,0,1,0,4
1695485563,35.8530969,128.5480778,3,,,,,1,1,0,8
1695485571,35.8531119,128.5566396,3,,,,,0,0,0,10
1695485592,35.8531857,128.5508472,3,,,,,0,1,0,5
1695485600,35.8532218,128.5485527,4,,,,,1,0,0,9
1695485612,35.8533456,128.5422851,3,,,,,0,5,0,11
1695485619,35.8533704,128.5406214,3,,,,,1,1,0,11
1695485644,35.8533774,128.5531839,4,,,,,0,2,0,10
1695485651,35.8533798,128.5431424,3,,,,,0,4,0,9
1695485671,35.8534182,128.5558394,3,,,,,0,0,0,11
1695485693,35.8535711,128.5484006,3,,,,,0,0,0,8
1695485706,35.8535733,128.5498885,3,,,,,0,3,0,4
1695485726,35.8536223,128.5383387,3,,,,,2,0,0,3
1695485738,35.8536313,128.5373227,3,,,,,0,0,0,6
1695485746,35.8536364,128.5573033,3,,,,,1,1,1,11
1695485757,35.8536497,128.5552347,3,,,,,0,1,0,4
1695485766,35.853653,128.5523787,3,,,,,0,3,0,8
1695485778,35.8536938,128.5439728,3,,,,,0,0,0,5
1695485787,35.8537777,128.5441946,3,,,,,0,2,0,14
1695485810,35.8538031,128.5548342,3,,,,,0,1,0,4
1695485818,35.8538224,128.5525682,3,,,,,0,3,0,9
1695485832,35.8539364,128.5514063,3,,,,,1,1,0,3
1695485846,35.853938,128.5419611,3,,,,,0,2,0,9
1695485854,35.8539399,128.5410933,3,,,,,0,0,0,13
1695485863,35.8539414,128.5403845,3,,,,,0,1,0,14
1695485884,35.8539488,128.5428272,3,,,,,0,4,0,11
1695485893,35.8540261,128.5448516,1,,,,,0,2,0,7
1695485908,35.8540378,128.5496238,4,,,,,0,2,0,8
1695485928,35.8541099,128.5540329,3,,,,,1,1,0,5
1695485938,35.8541327,128.5567711,4,,,,,0,2,0,10
1695485957,35.8541402,128.544874,1,,,,,0,2,0,7
1695485969,35.8541656,128.5517819,4,,,,,1,1,0,6
1695485988,35.854198,128.5440692,3,,,,,0,4,0,12
1695485999,35.8541989,128.5419701,3,,,,,0,2,0,10
1695486020,35.8542862,128.5394838,3,,,,,0,0,0,6
1695486027,35.8543267,128.5426179,3,,,,,0,3,0,15
1695486037,35.8543728,128.5583376,3,,,,,1,3,0,6
1695486039,35.8545252,128.5563501,3,,,,,0,3,0,9
1695486042,35.8545669,128.5534011,4,,,,,0,1,0,8
1695486043,35.8545687,128.5586931,3,,,,,0,3,0,9
1695486053,35.8545899,128.5439522,3,,,,,0,2,0,12
1695486072,35.8546517,128.5464982,1,,,,,0,3,0,7
1695486082,35.8545816,128.5463136,1,,,,,0,2,0,8
1695486105,35.8547142,128.5575295,3,,,,,0,3,0,5
1695486114,35.8547353,128.5514523,4,,,,,0,3,0,5
1695486123,35.8548084,128.5462277,3,,,,,0,1,0,9
1695486132,35.8548294,128.5419921,4,,,,,1,2,0,9
1695486143,35.8548386,128.5470107,3,,,,,0,2,0,15
1695486154,35.8548414,128.540972,3,,,,,0,1,0,6
1695486172,35.8548506,128.5401969,3,,,,,0,2,0,11
1695486566,35.8550368,128.552805,4,,,,,1,1,0,7
1695486575,35.8550368,128.5572426,3,,,,,0,1,0,5
1695486595,35.8550894,128.5539857,3,,,,,0,4,0,9
1695486617,35.8551418,128.5478424,4,,,,,0,1,0,11
1695486628,35.8551516,128.5571481,3,,,,,0,0,0,3
1695486646,35.8551827,128.5437753,4,,,,,1,1,0,10
1695486669,35.8551923,128.5526501,1,,,,,1,1,0,7
1695486755,35.8552489,128.5576111,3,,,,,0,0,0,2
1695486847,35.8553254,128.5444954,3,,,,,0,0,0,8
1695486866,35.8553261,128.5606275,3,,,,,0,0,0,9
1695486934,35.8554508,128.5420137,4,,,,,0,1,0,7
1695486943,35.8554544,128.5579682,3,,,,,0,1,0,6
1695486952,35.8554713,128.5402046,4,,,,,1,0,0,11
1695486963,35.8554761,128.5452559,3,,,,,0,1,0,9
1695487044,35.8555515,128.554837,3,,,,,0,1,0,8
1695487053,35.8555764,128.5532568,3,,,,,0,1,0,11
1695487075,35.8556137,128.5459765,3,,,,,0,0,0,12
1695487114,35.8556789,128.5463183,3,,,,,0,0,0,12
1695487135,35.8557561,128.5467225,3,,,,,0,0,0,14
1695487169,35.8557651,128.5436015,4,,,,,0,4,0,6
1695487215,35.8557757,128.562371,3,,,,,0,0,0,6
1695487238,35.8558347,128.5602072,3,,,,,0,3,0,10
1695487260,35.8558905,128.5626876,3,,,,,0,0,0,8
1695487279,35.8559098,128.5443327,3,,,,,0,0,0,4
1695487287,35.8559514,128.5588502,3,,,,,0,0,0,6
1695487306,35.8559894,128.5629602,3,,,,,0,2,0,9
1695487314,35.8560282,128.5475822,3,,,,,0,0,0,8
1695487340,35.8560586,128.5450849,4,,,,,0,2,0,6
1695487355,35.8560871,128.5632298,3,,,,,1,2,0,11
1695487369,35.8561463,128.5633931,3,,,,,1,2,0,10
1695487378,35.8561517,128.5563255,3,,,,,0,3,0,9
1695487406,35.8562103,128.5615693,4,,,,,0,1,0,7
1695487459,35.8563158,128.5638604,3,,,,,1,0,0,4
1695487462,35.8563337,128.5562019,3,,,,,0,3,0,12
1695487468,35.8563514,128.5597803,4,,,,,1,3,0,10
1695487496,35.8564491,128.5642281,3,,,,,0,0,0,6
1695487524,35.8565727,128.554263,3,,,,,0,0,0,6
1695487566,35.8567369,128.538408,3,,,,,0,0,0,2
1695487584,35.8567829,128.563125,3,,,,,0,3,0,12
1695487593,35.8568134,128.5612828,4,,,,,1,1,0,12
1695487651,35.8569072,128.559321,3,,,,,0,0,0,6
1695487659,35.8569193,128.561627,3,,,,,1,2,0,13
1695487679,35.8569532,128.5650837,1,,,,,0,0,0,14
1695487690,35.8572128,128.5573032,1,,,,,0,1,0,8
1695487715,35.8570133,128.5619327,3,,,,,1,1,0,14
1695487758,35.8570719,128.5621235,3,,,,,0,1,0,10
1695487785,35.8571191,128.5622769,3,,,,,0,1,0,12
1695487817,35.8571603,128.5624107,3,,,,,0,1,0,11
1695487844,35.857213,128.5625821,3,,,,,0,0,0,12
1695487884,35.8573115,128.5629023,4,,,,,0,0,0,11
1695487936,35.8573549,128.5591083,3,,,,,0,0,0,5
1695487951,35.8573681,128.5645774,3,,,,,1,3,0,13
1695487985,35.8574108,128.5649874,3,,,,,0,3,0,16
1695487993,35.8574222,128.5609935,4,,,,,0,4,0,9
1695488013,35.8574735,128.5634292,3,,,,,0,2,0,11
1695488053,35.8575247,128.5613265,4,,,,,0,4,0,9
1695488062,35.8575682,128.5655285,3,,,,,0,0,0,10
1695488085,35.85757,128.563743,3,,,,,0,2,0,9
1695488126,35.8576287,128.5616643,4,,,,,0,0,0,9
1695488225,35.8576826,128.562746,3,,,,,0,2,0,9
1695488245,35.8576922,128.5589227,3,,,,,1,0,0,6
1695488264,35.8577237,128.5619729,4,,,,,0,0,0,9
1695488307,35.8577847,128.5644413,4,,,,,1,3,0,11
1695488358,35.8578645,128.5602513,3,,,,,0,3,0,7
1695488371,35.8578933,128.5647944,3,,,,,2,1,0,12
1695488389,35.8579117,128.5389974,3,,,,,0,3,0,6
1695488402,35.8579169,128.5384406,3,,,,,0,0,0,4
1695488412,35.8579264,128.5374233,3,,,,,0,1,0,6
1695488423,35.8579297,128.5626419,4,,,,,0,4,0,8
1695488483,35.8580038,128.5607172,3,,,,,1,3,0,9
1695488491,35.858065,128.5653528,3,,,,,1,1,0,11
1695488525,35.8580793,128.5601487,4,,,,,0,3,0,10
1695488542,35.8581005,128.5610408,3,,,,,1,2,0,13
1695488550,35.8581399,128.5643252,3,,,,,0,1,0,10
1695488583,35.8582069,128.5613968,4,,,,,0,2,0,13
1695488592,35.8582195,128.5625198,3,,,,,1,8,0,9
1695488604,35.8582979,128.5617011,3,,,,,0,0,0,16
1695488621,35.8583968,128.5620323,3,,,,,1,6,0,19
1695488638,35.8584198,128.5642337,3,,,,,0,1,0,12
1695488651,35.8584394,128.5612892,3,,,,,0,2,0,9
1695488671,35.8585064,128.562399,4,,,,,1,6,0,12
1695488748,35.8587068,128.564147,3,,,,,0,2,0,12
1695488759,35.8585752,128.5599312,3,,,,,0,0,0,10
1695488787,35.8587566,128.5622936,3,,,,,2,4,0,8
1695488805,35.8588397,128.5622586,3,,,,,2,4,0,9
1695488822,35.8590022,128.5640578,4,,,,,0,1,0,9
1695488823,35.8591039,128.5643981,3,,,,,0,1,0,6
1695488835,35.8592627,128.5649294,3,,,,,0,1,0,9
1695488870,35.8593142,128.5638488,3,,,,,0,1,0,5
1697252921,35.837109,128.5536801,3,,,,,0,0,0,7
1697252956,35.8372737,128.5552644,3,,,,,0,0,0,6
1697252959,35.8375468,128.5571375,3,,,,,1,0,0,9
1697252988,35.8376361,128.5536361,3,,,,,1,0,0,9
1697253018,35.8378721,128.5551648,4,,,,,0,0,0,6
1697253073,35.8381594,128.5570252,3,,,,,1,2,0,4
1697253081,35.8383429,128.554973,3,,,,,0,0,0,9
1744953610,35.853096,128.5359548,3,,,,,1,1,0,10
1744953622,35.8568055,128.5332619,4,,,,,1,0,0,7
1744953627,35.8520353,128.5337786,4,,,,,0,0,0,13
1744953629,35.8543738,128.5336046,4,,,,,0,6,0,8
1744953631,35.8531109,128.5351869,4,,,,,0,3,0,7
1744953632,35.8529025,128.532761,3,,,,,0,0,0,13
1744953633,35.8520418,128.5334381,4,,,,,0,1,0,11
1744953642,35.8513759,128.5351442,3,,,,,0,1,0,15
1744953643,35.8543135,128.5366219,4,,,,,0,4,0,10
1744953645,35.8508004,128.5351306,3,,,,,0,0,0,10
1744953654,35.8513651,128.5357536,3,,,,,0,1,0,9
1744953665,35.8527853,128.5323062,3,,,,,0,0,0,9
1744953666,35.853101,128.535574,3,,,,,0,1,0,10
1744953673,35.850783,128.5363108,3,,,,,0,1,0,6
1744953678,35.8555664,128.535821,4,,,,,0,4,0,8
1744953680,35.8567829,128.5358337,3,,,,,0,1,0,9
1744953682,35.8580386,128.532484,3,,,,,0,6,0,8
1744953684,35.8503496,128.5320874,3,,,,,0,0,0,4
1744953687,35.8531294,128.5344654,4,,,,,1,3,0,9
1744953693,35.8580407,128.5328878,3,,,,,0,3,0,7
1744953694,35.8520651,128.5327305,4,,,,,0,1,0,6
1744953696,35.8512613,128.5330948,3,,,,,0,3,0,7
1744953697,35.8531911,128.5320552,3,,,,,0,0,0,6
1744953700,35.8580161,128.5362886,3,,,,,0,2,0,9
1744953701,35.8520157,128.5344359,4,,,,,1,3,0,8
1744953707,35.8530806,128.5363694,3,,,,,1,4,0,9
1744953723,35.856766,128.5366729,4,,,,,1,4,0,9
1744953725,35.8514999,128.5327129,3,,,,,0,4,0,8
1744953728,35.8519695,128.5363464,3,,,,,0,1,0,6
1744953729,35.8531416,128.533988,3,,,,,1,3,0,11
1744953732,35.8567709,128.5362545,4,,,,,0,5,0,11
1744953737,35.8555429,128.5366542,4,,,,,0,1,0,7
1744953738,35.8543505,128.5345112,4,,,,,0,6,0,8
1744953740,35.8580388,128.5336873,3,,,,,0,0,0,8
1744953750,35.853096,128.535769,3,,,,,1,1,0,10
1744953755,35.8508347,128.5337551,4,,,,,1,1,0,6
1744953759,35.8520715,128.5319522,3,,,,,0,2,0,4
1744953762,35.8580408,128.5320686,3,,,,,0,5,0,13
1744953768,35.8512566,128.5320129,3,,,,,1,0,0,4
1744953772,35.8560006,128.5345486,1,,,,,0,0,0,10
1744953774,35.8519957,128.5351491,3,,,,,0,3,0,7
1744953789,35.8568376,128.5324519,4,,,,,0,1,0,8
1744953791,35.8513557,128.5363572,3,,,,,0,0,0,5
1744953796,35.8530883,128.5361747,3,,,,,1,6,0,10
1744953800,35.854328,128.5357949,4,,,,,0,1,0,8
1744953815,35.8508315,128.5343993,3,,,,,1,0,0,7
1744953817,35.8520487,128.5331196,4,,,,,0,2,0,7
1744953823,35.8543384,128.5352028,3,,,,,0,3,0,5
1744953827,35.8580419,128.5332852,4,,,,,0,2,0,5
1744953830,35.8580193,128.5359032,3,,,,,0,1,0,4
1744953831,35.8555864,128.5336421,4,,,,,0,1,0,11
1744953848,35.8499179,128.5343701,3,,,,,0,0,0,6
1744953851,35.8531721,128.532771,3,,,,,0,1,0,7
1744953855,35.8580265,128.5345889,3,,,,,1,3,0,6
1744953858,35.8519825,128.5357563,3,,,,,0,2,0,9
1744953860,35.8519875,128.5355517,3,,,,,0,1,0,10
1744953861,35.8543732,128.5332129,4,,,,,0,3,0,9
1744953862,35.8556039,128.5324296,3,,,,,0,1,0,4
1744953865,35.8568354,128.5320227,3,,,,,0,2,0,8
1744953867,35.8562488,128.5316494,3,,,,,0,1,0,5
1744953868,35.8555631,128.5362379,4,,,,,0,5,0,13
1744953871,35.8519818,128.5359347,3,,,,,0,2,0,7
1744953881,35.8512657,128.5327381,3,,,,,0,4,0,7
1744953885,35.8555922,128.5332424,4,,,,,0,0,0,11
1744953899,35.8568111,128.5328534,4,,,,,1,3,0,6
1744953901,35.8555805,128.5340525,4,,,,,0,1,0,11
1744953905,35.855598,128.5328374,4,,,,,0,1,0,7
1744953910,35.8580168,128.5367012,3,,,,,0,2,0,8
1744953911,35.8531635,128.5331663,4,,,,,0,1,0,10
1744953916,35.851358,128.5372393,3,,,,,0,0,0,6
1744953924,35.8531478,128.5337901,3,,,,,1,3,0,10
1744953928,35.85082,128.5334247,3,,,,,0,1,0,5
1744953930,35.8568015,128.5336635,4,,,,,1,0,0,6
1744953937,35.8593218,128.5333882,3,,,,,0,0,0,9
1744953939,35.8530752,128.5365811,3,,,,,1,3,0,9
1744953942,35.8562477,128.5324411,3,,,,,0,3,0,10
1744953943,35.8519412,128.537263,3,,,,,0,0,0,7
1744953945,35.8531531,128.5335787,3,,,,,0,4,0,10
1744953951,35.8543206,128.5362142,4,,,,,0,5,0,11
1744953952,35.8507939,128.5331029,4,,,,,0,3,0,5
1868363166,35.8143626,128.5420761,3,,,,,0,0,0,6
1868363168,35.8166517,128.5455626,3,,,,,0,1,0,10
1868372457,35.8190107,128.5397609,3,,,,,0,0,0,7
1868372459,35.8186113,128.5401634,3,,,,,0,1,0,6
1873903544,35.8648286,128.4911307,3,,,,,0,0,0,11
1873903639,35.8648347,128.4913653,3,,,,,0,0,0,9
1876009704,35.8086949,128.5127934,3,,,,,0,1,0,4
1876009773,35.8081193,128.512977,4,,,,,0,1,0,7
1876009866,35.8058586,128.5119617,3,,,,,0,3,0,4
1916679850,35.8247734,128.4921753,3,,,,,0,0,0,6
1916679865,35.8378657,128.4919491,3,,,,,0,0,0,5
1916679869,35.8420207,128.491943,3,,,,,0,0,0,6
1916679885,35.8515705,128.4919126,4,,,,,1,0,0,8
1916679926,35.8589332,128.5155292,3,,,,,0,0,0,6
1916793263,35.8230543,128.532743,4,,yes,,,0,0,0,6
1916793269,35.8372844,128.4919428,3,,,,,0,0,0,5
2093702873,35.8500125,128.5206146,3,,,,,0,0,0,7
2106994484,35.8476445,128.567795,3,,,,,0,0,0,6
2107013294,35.8501213,128.5719104,4,,,,,0,0,0,8
2107055388,35.852044,128.5701015,3,,,,,0,2,0,11
2107055389,35.8524136,128.5697528,4,,,,,0,5,0,12
2107055391,35.8516831,128.5704234,4,,,,,0,2,0,18
2107055392,35.8513353,128.5707506,3,,,,,0,0,0,15
2107055393,35.8506139,128.5714257,3,,,,,0,1,0,7
2107055395,35.8547662,128.5693336,3,,,,,0,1,0,11
2107055396,35.8509831,128.5710993,3,,,,,0,0,0,9
2107056236,35.851491,128.5729289,3,,,,,1,0,0,6
2107057168,35.8525788,128.5709974,3,,,,,0,2,0,11
2107057169,35.8522223,128.5713461,3,,,,,0,2,0,17
2107057170,35.8529532,128.5706801,3,,,,,0,2,0,11
2107057171,35.8518744,128.5716679,4,,,,,0,2,0,13
2107057172,35.8515048,128.5720059,3,,,,,0,3,0,11
2107057173,35.8511428,128.5723322,3,,,,,0,3,0,11
2107057827,35.8522204,128.5722297,4,,,,,0,0,0,9
2107057903,35.8505219,128.5685458,3,,,,,0,3,0,4
2107057904,35.8509526,128.5692647,4,,,,,0,2,0,7
2107057905,35.8513922,128.569929,3,,,,,0,1,0,8
2107058392,35.8516662,128.5685745,3,,,,,0,3,0,6
2107058395,35.8532725,128.5712211,4,,,,,0,6,0,13
2107058550,35.8520848,128.5692263,3,,,,,0,2,0,6
2107063647,35.8551874,128.5740423,4,,,,,0,0,0,6
2303746148,35.8522328,128.5554624,3,,,,,0,2,0,7
2303746154,35.8532259,128.5541922,3,,,,,0,3,0,12
2356852746,35.8555762,128.4941371,4,,,,,0,1,0,6
2356857413,35.8562162,128.4941553,5,,,,,1,1,0,9
2356857524,35.8561852,128.4956752,3,,,,,0,2,0,5
2356857525,35.8555342,128.4956484,4,,,,,0,0,0,8
2456943888,35.8444586,128.481307,3,,,,,0,0,0,8
2456943890,35.8482254,128.4863606,3,,,,,0,0,0,13
2456943892,35.8482993,128.4850341,3,,,,,0,0,0,10
2456943893,35.848364,128.4812653,3,,,,,0,0,0,12
2456943899,35.8497633,128.4863425,3,,,,,0,0,0,14
2456943904,35.8497779,128.4858332,4,,,,,0,0,0,13
2456943906,35.8497784,128.4850308,3,,,,,1,0,0,10
2463902915,35.8081023,128.5520671,3,,,,,0,0,0,11
2463902939,35.8075918,128.5615836,3,,,,,0,0,0,0
2463902975,35.8059605,128.5768572,1,,,,,0,0,0,0
2463902976,35.8077376,128.561724,3,,,,,0,0,0,0
2463902982,35.8081304,128.557423,3,,,,,0,0,0,5
2463903012,35.8061772,128.5768561,1,,,,,0,0,0,0
2631884179,35.856779,128.565946,3,,,,,0,5,0,11
2631884180,35.8571544,128.5705855,4,,,,,1,1,0,10
2631884181,35.8572094,128.5721195,3,,,,,0,3,0,8
2631884182,35.8572686,128.572323,3,,,,,0,3,0,6
2631884187,35.8561146,128.5694103,5,,,,,0,0,0,14
2631884188,35.8570489,128.5692824,3,,,,,0,1,0,9
2631884189,35.8561696,128.5701408,4,,,,,0,1,0,13
2631884190,35.8571102,128.5700394,4,,,,,0,0,0,11
2631884191,35.8569251,128.5677508,3,,,,,0,3,0,9
2631884192,35.8564067,128.5688083,3,,,,,0,1,0,12
2631884193,35.8554333,128.568034,3,,,,,0,2,0,9
2631884194,35.8557283,128.5674594,3,,,,,1,1,0,10
